session_id,player_id,session_start,session_end,duration_seconds,session_number,days_since_install,days_since_last_session,app_version,crashed
s_p_002572_00001,p_002572,2024-02-08T09:55:53Z,2024-02-08T10:12:26Z,993,1,2,,3.6.0,0
s_p_002572_00002,p_002572,2024-02-11T12:20:20Z,2024-02-11T12:34:26Z,846,2,5,3,3.8.0,0
s_p_002572_00003,p_002572,2024-02-12T08:56:08Z,2024-02-12T09:15:25Z,1157,3,6,0,3.7.1,0
s_p_002572_00004,p_002572,2024-02-17T15:05:33Z,2024-02-17T15:27:02Z,1289,4,11,5,3.9.2,0
s_p_002572_00005,p_002572,2024-02-27T17:05:02Z,2024-02-27T17:23:48Z,1126,5,21,10,3.8.0,0
s_p_002572_00006,p_002572,2024-02-27T18:21:26Z,2024-02-27T18:31:06Z,580,6,21,0,3.8.0,0
s_p_002572_00007,p_002572,2024-03-02T08:56:05Z,2024-03-02T09:18:09Z,1324,7,25,3,3.7.1,0
s_p_002572_00008,p_002572,2024-03-05T23:18:24Z,2024-03-05T23:38:35Z,1211,8,28,3,3.7.1,0
s_p_002572_00009,p_002572,2024-03-11T08:54:20Z,2024-03-11T09:06:30Z,730,9,34,5,3.8.0,0
s_p_002572_00010,p_002572,2024-03-11T15:55:02Z,2024-03-11T16:04:50Z,588,10,34,0,3.4.1,0
s_p_002572_00011,p_002572,2024-03-25T13:03:55Z,2024-03-25T13:21:37Z,1062,11,48,13,3.8.0,0
s_p_002572_00012,p_002572,2024-03-28T08:51:56Z,2024-03-28T09:02:02Z,606,12,51,2,3.7.1,0
s_p_002572_00013,p_002572,2024-03-29T20:49:39Z,2024-03-29T21:07:15Z,1056,13,52,1,3.9.2,0
s_p_002572_00014,p_002572,2024-04-04T10:54:55Z,2024-04-04T11:22:28Z,1653,14,58,5,3.5.0,0
s_p_002572_00015,p_002572,2024-04-05T08:40:28Z,2024-04-05T08:50:38Z,610,15,59,0,3.6.0,0
s_p_002572_00016,p_002572,2024-04-17T09:12:08Z,2024-04-17T09:18:26Z,378,16,71,12,3.9.2,0
s_p_002572_00017,p_002572,2024-04-19T20:14:31Z,2024-04-19T20:25:30Z,659,17,73,2,3.8.0,0
s_p_002572_00018,p_002572,2024-04-21T16:16:46Z,2024-04-21T16:46:15Z,1769,18,75,1,3.7.1,0
s_p_002572_00019,p_002572,2024-04-21T21:54:49Z,2024-04-21T22:04:40Z,591,19,75,0,3.7.1,0
s_p_002572_00020,p_002572,2024-04-24T10:03:41Z,2024-04-24T10:29:38Z,1557,20,78,2,3.8.0,0
s_p_002572_00021,p_002572,2024-04-24T20:40:31Z,2024-04-24T20:53:49Z,798,21,78,0,3.8.0,0
s_p_002572_00022,p_002572,2024-04-28T15:22:55Z,2024-04-28T15:40:55Z,1080,22,82,3,3.9.2,0
s_p_002572_00023,p_002572,2024-05-04T17:16:15Z,2024-05-04T17:45:14Z,1739,23,88,6,3.9.2,0
s_p_002572_00024,p_002572,2024-05-05T10:15:14Z,2024-05-05T10:31:07Z,953,24,89,0,3.6.0,0
s_p_002572_00025,p_002572,2024-05-05T15:57:05Z,2024-05-05T16:17:56Z,1251,25,89,0,3.9.2,0
s_p_002572_00026,p_002572,2024-05-06T12:41:13Z,2024-05-06T12:52:36Z,683,26,90,0,3.8.0,0
s_p_002572_00027,p_002572,2024-05-08T14:29:13Z,2024-05-08T14:42:05Z,772,27,92,2,3.8.0,0
s_p_002572_00028,p_002572,2024-05-09T09:01:16Z,2024-05-09T09:09:32Z,496,28,93,0,3.7.1,0
s_p_002572_00029,p_002572,2024-05-09T13:09:08Z,2024-05-09T13:23:28Z,860,29,93,0,3.5.0,0
s_p_002572_00030,p_002572,2024-05-11T11:09:12Z,2024-05-11T11:15:53Z,401,30,95,1,3.8.0,0
s_p_002572_00031,p_002572,2024-05-12T16:56:00Z,2024-05-12T17:10:14Z,854,31,96,1,3.4.1,0
s_p_002572_00032,p_002572,2024-05-16T19:07:34Z,2024-05-16T19:14:34Z,420,32,100,4,3.9.2,0
s_p_002572_00033,p_002572,2024-05-18T08:23:31Z,2024-05-18T08:51:10Z,1659,33,102,1,3.8.0,0
s_p_002572_00034,p_002572,2024-05-19T07:26:24Z,2024-05-19T07:33:51Z,447,34,103,0,3.7.1,0
s_p_002572_00035,p_002572,2024-05-24T18:56:44Z,2024-05-24T19:22:49Z,1565,35,108,5,3.4.1,0
s_p_002572_00036,p_002572,2024-05-28T06:37:00Z,2024-05-28T06:59:36Z,1356,36,112,3,3.8.0,0
s_p_002572_00037,p_002572,2024-05-28T12:50:55Z,2024-05-28T13:14:33Z,1418,37,112,0,3.6.0,0
s_p_002572_00038,p_002572,2024-06-08T07:11:16Z,2024-06-08T07:25:27Z,851,38,123,10,3.9.2,0
s_p_002572_00039,p_002572,2024-06-08T19:52:29Z,2024-06-08T20:03:26Z,657,39,123,0,3.9.2,0
s_p_002572_00040,p_002572,2024-06-10T14:55:55Z,2024-06-10T15:19:37Z,1422,40,125,1,3.9.2,1
s_p_002572_00041,p_002572,2024-06-10T17:18:23Z,2024-06-10T17:34:14Z,951,41,125,0,3.4.1,0
s_p_002572_00042,p_002572,2024-06-15T12:54:50Z,2024-06-15T13:07:25Z,755,42,130,4,3.7.1,0
s_p_002572_00043,p_002572,2024-06-22T11:03:37Z,2024-06-22T11:12:33Z,536,43,137,6,3.9.2,0
s_p_002572_00044,p_002572,2024-06-30T12:50:54Z,2024-06-30T13:13:14Z,1340,44,145,8,3.8.0,0
s_p_002572_00045,p_002572,2024-07-04T15:01:12Z,2024-07-04T15:26:51Z,1539,45,149,4,3.4.1,0
s_p_002572_00046,p_002572,2024-07-05T08:44:40Z,2024-07-05T08:51:55Z,435,46,150,0,3.7.1,0
s_p_002572_00047,p_002572,2024-07-05T14:17:14Z,2024-07-05T14:22:28Z,314,47,150,0,3.6.0,0
s_p_002572_00048,p_002572,2024-07-12T12:19:54Z,2024-07-12T12:45:27Z,1533,48,157,6,3.7.1,0
s_p_002572_00049,p_002572,2024-07-16T23:03:40Z,2024-07-16T23:11:41Z,481,49,161,4,3.9.2,0
s_p_002572_00050,p_002572,2024-07-22T16:33:52Z,2024-07-22T16:54:52Z,1260,50,167,5,3.7.1,0
s_p_002572_00051,p_002572,2024-07-22T22:18:02Z,2024-07-22T22:30:51Z,769,51,167,0,3.9.2,0
s_p_002572_00052,p_002572,2024-07-27T09:57:21Z,2024-07-27T10:11:40Z,859,52,172,4,3.6.0,0
s_p_002572_00053,p_002572,2024-07-27T18:04:55Z,2024-07-27T18:34:32Z,1777,53,172,0,3.8.0,0
s_p_002572_00054,p_002572,2024-07-29T07:34:46Z,2024-07-29T07:52:58Z,1092,54,174,1,3.8.0,0
s_p_002572_00055,p_002572,2024-07-30T20:59:40Z,2024-07-30T21:09:41Z,601,55,175,1,3.5.0,0
s_p_002572_00056,p_002572,2024-07-31T08:57:33Z,2024-07-31T09:18:38Z,1265,56,176,0,3.5.0,0
s_p_002572_00057,p_002572,2024-08-02T21:50:55Z,2024-08-02T21:57:40Z,405,57,178,2,3.8.0,0
s_p_002572_00058,p_002572,2024-08-03T17:39:53Z,2024-08-03T18:06:47Z,1614,58,179,0,3.4.1,0
s_p_002572_00059,p_002572,2024-08-03T22:57:01Z,2024-08-03T23:09:10Z,729,59,179,0,3.9.2,0
s_p_002572_00060,p_002572,2024-08-06T22:49:39Z,2024-08-06T23:16:42Z,1623,60,182,2,3.9.2,0
s_p_002572_00061,p_002572,2024-08-08T17:35:21Z,2024-08-08T17:54:55Z,1174,61,184,1,3.6.0,0
s_p_002572_00063,p_002572,2024-08-14T11:36:42Z,2024-08-14T11:49:39Z,777,63,190,1,3.6.0,0
s_p_002572_00064,p_002572,2024-08-14T18:59:32Z,2024-08-14T19:20:51Z,1279,64,190,0,3.9.2,0
s_p_002572_00065,p_002572,2024-08-16T10:58:50Z,2024-08-16T11:12:53Z,843,65,192,1,3.7.1,0
s_p_002572_00066,p_002572,2024-08-20T12:42:58Z,2024-08-20T12:57:53Z,895,66,196,4,3.9.2,0
s_p_002572_00067,p_002572,2024-08-25T07:00:09Z,2024-08-25T07:13:03Z,774,67,201,4,3.8.0,0
s_p_002572_00068,p_002572,2024-08-25T08:58:49Z,2024-08-25T09:24:03Z,1514,68,201,0,3.8.0,0
s_p_002572_00069,p_002572,2024-08-27T09:37:58Z,2024-08-27T09:48:26Z,628,69,203,2,3.7.1,0
s_p_002572_00070,p_002572,2024-09-03T15:58:48Z,2024-09-03T16:17:37Z,1129,70,210,7,3.9.2,0
s_p_002572_00071,p_002572,2024-09-04T12:51:53Z,2024-09-04T12:57:23Z,330,71,211,0,3.8.0,0
s_p_002572_00072,p_002572,2024-09-05T08:22:16Z,2024-09-05T08:46:38Z,1462,72,212,0,3.6.0,0
s_p_002572_00073,p_002572,2024-09-07T10:49:28Z,2024-09-07T10:54:38Z,310,73,214,2,3.7.1,0
s_p_002572_00074,p_002572,2024-09-11T14:51:34Z,2024-09-11T15:01:17Z,583,74,218,4,3.5.0,0
s_p_002572_00075,p_002572,2024-09-23T07:29:11Z,2024-09-23T07:53:31Z,1460,75,230,11,3.7.1,0
s_p_002572_00076,p_002572,2024-09-28T08:58:47Z,2024-09-28T09:12:33Z,826,76,235,5,3.8.0,0
s_p_002572_00077,p_002572,2024-10-02T09:44:14Z,2024-10-02T09:53:49Z,575,77,239,4,3.7.1,0
s_p_002572_00078,p_002572,2024-10-02T20:28:31Z,2024-10-02T20:50:26Z,1315,78,239,0,3.9.2,0
s_p_002572_00079,p_002572,2024-10-02T23:20:26Z,2024-10-02T23:49:19Z,1733,79,239,0,3.9.2,0
s_p_002572_00080,p_002572,2024-10-03T07:01:06Z,2024-10-03T07:21:22Z,1216,80,240,0,3.5.0,0
s_p_002572_00081,p_002572,2024-10-04T19:47:22Z,2024-10-04T20:11:48Z,1466,81,241,1,3.7.1,0
s_p_002572_00082,p_002572,2024-10-07T18:04:15Z,2024-10-07T18:24:49Z,1234,82,244,2,3.6.0,0
s_p_002572_00083,p_002572,2024-10-10T21:43:55Z,2024-10-10T21:55:43Z,708,83,247,3,3.9.2,0
s_p_002572_00084,p_002572,2024-10-16T20:46:46Z,2024-10-16T21:13:17Z,1591,84,253,5,3.9.2,0
s_p_002572_00085,p_002572,2024-10-22T15:45:58Z,2024-10-22T16:14:23Z,1705,85,259,5,3.8.0,0
s_p_002572_00086,p_002572,2024-10-22T19:14:40Z,2024-10-22T19:23:01Z,501,86,259,0,3.9.2,0
s_p_002572_00087,p_002572,2024-10-26T07:39:35Z,2024-10-26T07:44:36Z,301,87,263,3,3.5.0,0
s_p_002572_00088,p_002572,2024-10-26T15:55:03Z,2024-10-26T16:03:16Z,493,88,263,0,3.5.0,0
s_p_002572_00089,p_002572,2024-11-04T14:38:39Z,2024-11-04T14:50:50Z,731,89,272,8,3.8.0,0
s_p_002572_00090,p_002572,2024-11-04T20:03:52Z,2024-11-04T20:17:26Z,814,90,272,0,3.7.1,0
s_p_002572_00091,p_002572,2024-11-07T19:10:45Z,2024-11-07T19:21:38Z,653,91,275,2,3.7.1,0
s_p_000225_00001,p_000225,2024-02-08T06:39:55Z,2024-02-08T06:41:42Z,107,1,2,,3.7.1,0
s_p_001204_00001,p_001204,2024-02-13T06:51:07Z,2024-02-13T07:00:25Z,558,1,7,,3.5.0,0
s_p_001204_00002,p_001204,2024-02-22T22:55:47Z,2024-02-22T23:00:08Z,261,2,16,9,3.9.2,0
s_p_000799_00001,p_000799,2024-02-18T06:34:54Z,2024-02-18T06:42:25Z,451,1,12,,3.9.2,0
s_p_000799_00002,p_000799,2024-02-21T22:24:53Z,2024-02-21T22:29:51Z,298,2,15,3,3.6.0,0
s_p_000799_00003,p_000799,2024-02-27T16:50:15Z,2024-02-27T16:54:33Z,258,3,21,5,3.8.0,0
s_p_000799_00004,p_000799,2024-02-28T12:43:23Z,2024-02-28T12:51:03Z,460,4,22,0,3.5.0,0
s_p_000799_00005,p_000799,2024-03-01T13:26:07Z,2024-03-01T13:29:36Z,209,5,24,2,3.9.2,0
s_p_000799_00006,p_000799,2024-03-01T18:25:04Z,2024-03-01T18:30:04Z,300,6,24,0,3.6.0,0
s_p_000719_00001,p_000719,2024-02-10T10:55:38Z,2024-02-10T11:02:08Z,390,1,3,,3.7.1,0
s_p_000659_00001,p_000659,2024-02-18T13:27:39Z,2024-02-18T13:31:54Z,255,1,11,,3.8.0,0
s_p_000659_00002,p_000659,2024-03-07T14:48:41Z,2024-03-07T14:52:48Z,247,2,29,18,3.6.0,0
s_p_000659_00003,p_000659,2024-03-17T07:46:07Z,2024-03-17T07:51:58Z,351,3,39,9,3.9.2,0
s_p_000659_00004,p_000659,2024-03-30T12:16:18Z,2024-03-30T12:20:28Z,250,4,52,13,3.9.2,0
s_p_000659_00005,p_000659,2024-04-09T15:46:42Z,2024-04-09T15:53:37Z,415,5,62,10,3.5.0,0
s_p_001258_00001,p_001258,2024-02-07T13:39:07Z,2024-02-07T13:42:19Z,192,1,0,,3.7.1,0
s_p_001258_00002,p_001258,2024-02-09T16:43:09Z,2024-02-09T16:50:21Z,432,2,2,2,3.8.0,0
s_p_001258_00003,p_001258,2024-02-19T11:15:03Z,2024-02-19T11:21:19Z,376,3,12,9,3.9.2,0
s_p_001258_00004,p_001258,2024-02-22T21:53:28Z,2024-02-22T22:01:32Z,484,4,15,3,3.8.0,0
s_p_001762_00001,p_001762,2024-02-13T20:57:45Z,2024-02-13T21:05:57Z,492,1,6,,3.8.0,0
s_p_001762_00002,p_001762,2024-02-13T21:20:00Z,2024-02-13T21:28:13Z,493,2,6,0,3.8.0,0
s_p_001762_00003,p_001762,2024-02-26T20:20:04Z,2024-02-26T20:25:39Z,335,3,19,12,3.4.1,0
s_p_000258_00001,p_000258,2024-02-09T14:28:33Z,2024-02-09T14:31:57Z,204,1,2,,3.6.0,0
s_p_000127_00001,p_000127,2024-02-07T10:40:34Z,2024-02-07T10:43:54Z,200,1,0,,3.8.0,0
s_p_001566_00001,p_001566,2024-02-08T11:57:27Z,2024-02-08T12:05:26Z,479,1,0,,3.7.1,0
s_p_001566_00002,p_001566,2024-02-10T17:00:58Z,2024-02-10T17:08:55Z,477,2,2,2,3.8.0,0
s_p_001566_00003,p_001566,2024-02-10T19:37:22Z,2024-02-10T19:42:19Z,297,3,2,0,3.9.2,0
s_p_001566_00004,p_001566,2024-03-17T17:28:23Z,2024-03-17T17:32:55Z,272,4,38,35,3.7.1,0
s_p_002498_00001,p_002498,2024-02-13T09:09:02Z,2024-02-13T09:36:23Z,1641,1,5,,3.9.2,0
s_p_002498_00002,p_002498,2024-02-13T18:23:12Z,2024-02-13T18:30:11Z,419,2,5,0,3.6.0,0
s_p_002498_00003,p_002498,2024-02-14T08:03:26Z,2024-02-14T08:08:28Z,302,3,6,0,3.9.2,0
s_p_002498_00004,p_002498,2024-02-14T08:35:45Z,2024-02-14T08:49:18Z,813,4,6,0,3.7.1,0
s_p_002498_00005,p_002498,2024-02-19T07:55:33Z,2024-02-19T08:00:33Z,300,5,11,4,3.9.2,0
s_p_002498_00006,p_002498,2024-02-19T11:21:15Z,2024-02-19T11:33:25Z,730,6,11,0,3.8.0,0
s_p_002498_00007,p_002498,2024-02-26T06:55:23Z,2024-02-26T07:17:56Z,1353,7,18,6,3.7.1,0
s_p_002498_00008,p_002498,2024-03-01T13:06:22Z,2024-03-01T13:24:56Z,1114,8,22,4,3.4.1,0
s_p_002498_00009,p_002498,2024-03-06T12:02:33Z,2024-03-06T12:17:23Z,890,9,27,4,3.9.2,0
s_p_002498_00010,p_002498,2024-03-09T14:35:43Z,2024-03-09T14:52:02Z,979,10,30,3,3.8.0,0
s_p_002498_00011,p_002498,2024-03-13T17:35:08Z,2024-03-13T17:49:29Z,861,11,34,4,3.9.2,0
s_p_002498_00012,p_002498,2024-03-17T11:48:20Z,2024-03-17T11:53:57Z,337,12,38,3,3.5.0,0
s_p_002498_00013,p_002498,2024-03-19T17:10:52Z,2024-03-19T17:27:30Z,998,13,40,2,3.8.0,0
s_p_002498_00014,p_002498,2024-03-22T17:45:58Z,2024-03-22T18:07:09Z,1271,14,43,3,3.8.0,0
s_p_002498_00015,p_002498,2024-03-25T21:45:41Z,2024-03-25T22:06:44Z,1263,15,46,3,3.6.0,0
s_p_002498_00016,p_002498,2024-03-27T15:01:38Z,2024-03-27T15:20:50Z,1152,16,48,1,3.4.1,0
s_p_002498_00017,p_002498,2024-03-27T17:53:37Z,2024-03-27T18:09:28Z,951,17,48,0,3.9.2,0
s_p_002498_00018,p_002498,2024-03-27T20:47:51Z,2024-03-27T21:09:03Z,1272,18,48,0,3.7.1,0
s_p_002498_00019,p_002498,2024-04-06T17:36:02Z,2024-04-06T17:51:36Z,934,19,58,9,3.6.0,0
s_p_002498_00020,p_002498,2024-04-06T20:00:03Z,2024-04-06T20:08:50Z,527,20,58,0,3.7.1,0
s_p_002498_00021,p_002498,2024-04-10T07:56:32Z,2024-04-10T08:06:26Z,594,21,62,3,3.8.0,0
s_p_002498_00022,p_002498,2024-04-10T14:57:27Z,2024-04-10T15:20:37Z,1390,22,62,0,3.8.0,0
s_p_002498_00023,p_002498,2024-04-18T06:44:35Z,2024-04-18T07:06:05Z,1290,23,70,7,3.9.2,0
s_p_002498_00024,p_002498,2024-04-18T13:24:33Z,2024-04-18T13:31:18Z,405,24,70,0,3.7.1,0
s_p_002498_00025,p_002498,2024-04-20T18:00:34Z,2024-04-20T18:25:24Z,1490,25,72,2,3.9.2,0
s_p_002498_00026,p_002498,2024-04-24T20:43:49Z,2024-04-24T21:12:56Z,1747,26,76,4,3.9.2,0
s_p_002498_00027,p_002498,2024-04-26T11:26:27Z,2024-04-26T11:55:55Z,1768,27,78,1,3.5.0,0
s_p_002498_00028,p_002498,2024-05-06T09:40:34Z,2024-05-06T10:02:06Z,1292,28,88,9,3.8.0,0
s_p_002498_00029,p_002498,2024-05-15T14:08:35Z,2024-05-15T14:14:21Z,346,29,97,9,3.6.0,0
s_p_002498_00030,p_002498,2024-05-15T16:54:00Z,2024-05-15T17:20:54Z,1614,30,97,0,3.6.0,0
s_p_002498_00031,p_002498,2024-05-18T08:59:20Z,2024-05-18T09:27:30Z,1690,31,100,2,3.5.0,0
s_p_002498_00032,p_002498,2024-05-25T17:46:11Z,2024-05-25T18:00:44Z,873,32,107,7,3.7.1,0
s_p_002498_00033,p_002498,2024-05-25T18:05:32Z,2024-05-25T18:13:21Z,469,33,107,0,3.8.0,0
s_p_002498_00034,p_002498,2024-05-26T12:03:52Z,2024-05-26T12:16:15Z,743,34,108,0,3.9.2,0
s_p_002498_00035,p_002498,2024-05-28T07:08:50Z,2024-05-28T07:34:03Z,1513,35,110,1,3.4.1,0
s_p_002498_00036,p_002498,2024-05-31T22:02:39Z,2024-05-31T22:30:21Z,1662,36,113,3,3.6.0,0
s_p_002498_00037,p_002498,2024-06-06T20:24:32Z,2024-06-06T20:52:45Z,1693,37,119,5,3.7.1,0
s_p_002498_00038,p_002498,2024-06-09T20:27:37Z,2024-06-09T20:55:45Z,1688,38,122,2,3.8.0,0
s_p_002498_00039,p_002498,2024-06-09T22:14:09Z,2024-06-09T22:32:02Z,1073,39,122,0,3.9.2,0
s_p_002498_00040,p_002498,2024-06-17T22:58:30Z,2024-06-17T23:26:39Z,1689,40,130,8,3.4.1,0
s_p_002498_00041,p_002498,2024-06-19T16:33:15Z,2024-06-19T16:56:40Z,1405,41,132,1,3.5.0,0
s_p_002498_00042,p_002498,2024-06-20T14:13:40Z,2024-06-20T14:19:08Z,328,42,133,0,3.8.0,0
s_p_002498_00043,p_002498,2024-06-27T10:27:32Z,2024-06-27T10:44:57Z,1045,43,140,6,3.8.0,0
s_p_002498_00044,p_002498,2024-07-07T06:54:39Z,2024-07-07T07:20:47Z,1568,44,150,9,3.5.0,0
s_p_002498_00045,p_002498,2024-07-08T15:43:44Z,2024-07-08T15:55:22Z,698,45,151,1,3.6.0,0
s_p_002498_00046,p_002498,2024-07-30T06:36:18Z,2024-07-30T07:05:43Z,1765,46,173,21,3.6.0,0
s_p_001831_00001,p_001831,2024-02-08T06:45:20Z,2024-02-08T06:52:12Z,412,1,0,,3.5.0,0
s_p_001831_00002,p_001831,2024-02-09T13:04:28Z,2024-02-09T13:20:39Z,971,2,1,1,3.6.0,0
s_p_001831_00003,p_001831,2024-02-10T13:46:06Z,2024-02-10T14:01:33Z,927,3,2,1,3.5.0,0
s_p_001831_00004,p_001831,2024-02-11T15:26:14Z,2024-02-11T15:36:59Z,645,4,3,1,3.6.0,0
s_p_001831_00005,p_001831,2024-02-13T20:52:53Z,2024-02-13T21:01:14Z,501,5,5,2,3.8.0,0
s_p_001831_00006,p_001831,2024-02-14T06:23:57Z,2024-02-14T06:36:51Z,774,6,6,0,3.5.0,0
s_p_001831_00007,p_001831,2024-02-14T19:47:23Z,2024-02-14T20:06:57Z,1174,7,6,0,3.8.0,0
s_p_001831_00008,p_001831,2024-02-14T22:33:35Z,2024-02-14T22:49:05Z,930,8,6,0,3.9.2,0
s_p_001831_00009,p_001831,2024-02-15T11:16:25Z,2024-02-15T11:27:17Z,652,9,7,0,3.5.0,1
s_p_001831_00010,p_001831,2024-02-15T16:23:27Z,2024-02-15T16:42:14Z,1127,10,7,0,3.5.0,0
s_p_001831_00011,p_001831,2024-02-16T21:23:23Z,2024-02-16T21:41:22Z,1079,11,8,1,3.9.2,0
s_p_002643_00001,p_002643,2024-02-12T06:49:43Z,2024-02-12T07:18:33Z,1730,1,4,,3.9.2,0
s_p_002643_00002,p_002643,2024-02-19T17:10:21Z,2024-02-19T17:30:09Z,1188,2,11,7,3.9.2,0
s_p_002643_00003,p_002643,2024-02-19T17:37:12Z,2024-02-19T17:45:34Z,502,3,11,0,3.7.1,0
s_p_002643_00004,p_002643,2024-02-20T18:16:51Z,2024-02-20T18:31:22Z,871,4,12,1,3.8.0,0
s_p_002643_00005,p_002643,2024-02-21T08:24:36Z,2024-02-21T08:45:07Z,1231,5,13,0,3.5.0,0
s_p_002643_00006,p_002643,2024-02-22T07:36:31Z,2024-02-22T07:50:19Z,828,6,14,0,3.7.1,0
s_p_002643_00007,p_002643,2024-02-22T12:42:45Z,2024-02-22T13:04:59Z,1334,7,14,0,3.6.0,0
s_p_002643_00008,p_002643,2024-02-27T07:27:39Z,2024-02-27T07:35:06Z,447,8,19,4,3.6.0,0
s_p_002643_00009,p_002643,2024-02-27T16:45:37Z,2024-02-27T17:14:14Z,1717,9,19,0,3.9.2,0
s_p_002643_00010,p_002643,2024-03-02T17:57:53Z,2024-03-02T18:20:45Z,1372,10,23,4,3.5.0,0
s_p_002643_00011,p_002643,2024-03-04T16:51:07Z,2024-03-04T16:58:17Z,430,11,25,1,3.7.1,0
s_p_002643_00012,p_002643,2024-03-05T17:36:24Z,2024-03-05T18:05:34Z,1750,12,26,1,3.6.0,0
s_p_002643_00013,p_002643,2024-03-08T22:51:04Z,2024-03-08T23:13:55Z,1371,13,29,3,3.8.0,0
s_p_002643_00014,p_002643,2024-03-15T13:10:02Z,2024-03-15T13:15:04Z,302,14,36,6,3.8.0,0
s_p_002643_00015,p_002643,2024-03-19T06:01:46Z,2024-03-19T06:30:35Z,1729,15,40,3,3.5.0,0
s_p_002643_00016,p_002643,2024-03-19T21:45:53Z,2024-03-19T22:13:36Z,1663,16,40,0,3.6.0,0
s_p_002643_00017,p_002643,2024-03-20T06:20:42Z,2024-03-20T06:29:21Z,519,17,41,0,3.5.0,0
s_p_002643_00018,p_002643,2024-03-25T11:34:32Z,2024-03-25T11:52:53Z,1101,18,46,5,3.8.0,0
s_p_002643_00019,p_002643,2024-03-25T21:52:29Z,2024-03-25T22:06:54Z,865,19,46,0,3.6.0,0
s_p_002643_00020,p_002643,2024-03-26T20:32:16Z,2024-03-26T20:58:28Z,1572,20,47,0,3.6.0,0
s_p_002643_00021,p_002643,2024-03-28T11:15:28Z,2024-03-28T11:23:22Z,474,21,49,1,3.8.0,0
s_p_002643_00022,p_002643,2024-03-28T17:23:43Z,2024-03-28T17:41:16Z,1053,22,49,0,3.8.0,0
s_p_002643_00023,p_002643,2024-04-03T14:21:37Z,2024-04-03T14:41:44Z,1207,23,55,5,3.5.0,0
s_p_002643_00024,p_002643,2024-04-05T09:58:34Z,2024-04-05T10:13:57Z,923,24,57,1,3.7.1,0
s_p_002643_00025,p_002643,2024-04-05T12:12:46Z,2024-04-05T12:23:23Z,637,25,57,0,3.9.2,0
s_p_002643_00026,p_002643,2024-04-05T17:42:19Z,2024-04-05T17:49:17Z,418,26,57,0,3.7.1,0
s_p_002643_00027,p_002643,2024-04-08T14:20:41Z,2024-04-08T14:26:10Z,329,27,60,2,3.7.1,0
s_p_002643_00028,p_002643,2024-04-10T21:52:54Z,2024-04-10T22:17:14Z,1460,28,62,2,3.9.2,0
s_p_002643_00029,p_002643,2024-04-11T08:41:41Z,2024-04-11T09:02:20Z,1239,29,63,0,3.8.0,0
s_p_002643_00030,p_002643,2024-04-13T11:37:14Z,2024-04-13T11:48:05Z,651,30,65,2,3.8.0,0
s_p_002643_00031,p_002643,2024-04-14T21:33:48Z,2024-04-14T21:53:47Z,1199,31,66,1,3.8.0,0
s_p_002643_00032,p_002643,2024-04-16T19:27:34Z,2024-04-16T19:32:42Z,308,32,68,1,3.9.2,0
s_p_002643_00033,p_002643,2024-04-17T09:52:49Z,2024-04-17T10:16:19Z,1410,33,69,0,3.8.0,0
s_p_002643_00034,p_002643,2024-04-22T14:35:41Z,2024-04-22T14:58:07Z,1346,34,74,5,3.7.1,0
s_p_002643_00035,p_002643,2024-04-26T11:00:52Z,2024-04-26T11:11:36Z,644,35,78,3,3.4.1,0
s_p_002643_00036,p_002643,2024-04-27T07:07:37Z,2024-04-27T07:17:45Z,608,36,79,0,3.9.2,0
s_p_002643_00037,p_002643,2024-05-01T21:18:44Z,2024-05-01T21:36:58Z,1094,37,83,4,3.5.0,0
s_p_002643_00038,p_002643,2024-05-03T13:18:21Z,2024-05-03T13:26:08Z,467,38,85,1,3.9.2,0
s_p_002643_00039,p_002643,2024-05-05T13:36:20Z,2024-05-05T13:46:09Z,589,39,87,2,3.7.1,0
s_p_002643_00040,p_002643,2024-05-10T23:02:51Z,2024-05-10T23:20:32Z,1061,40,92,5,3.8.0,0
s_p_002643_00041,p_002643,2024-05-18T21:57:33Z,2024-05-18T22:08:52Z,679,41,100,7,3.5.0,0
s_p_002643_00042,p_002643,2024-05-22T23:14:03Z,2024-05-22T23:29:57Z,954,42,104,4,3.9.2,0
s_p_002643_00043,p_002643,2024-05-23T16:05:57Z,2024-05-23T16:20:16Z,859,43,105,0,3.6.0,0
s_p_002643_00044,p_002643,2024-05-24T16:45:43Z,2024-05-24T16:56:52Z,669,44,106,1,3.5.0,0
s_p_002643_00045,p_002643,2024-05-31T10:38:15Z,2024-05-31T10:47:34Z,559,45,113,6,3.7.1,0
s_p_002643_00046,p_002643,2024-05-31T10:43:31Z,2024-05-31T11:04:08Z,1237,46,113,0,3.7.1,0
s_p_002643_00047,p_002643,2024-06-03T13:00:26Z,2024-06-03T13:22:09Z,1303,47,116,3,3.5.0,0
s_p_002643_00048,p_002643,2024-06-04T11:35:19Z,2024-06-04T11:50:44Z,925,48,117,0,3.6.0,0
s_p_002643_00049,p_002643,2024-06-06T17:39:18Z,2024-06-06T18:09:09Z,1791,49,119,2,3.6.0,0
s_p_002643_00050,p_002643,2024-06-07T20:25:50Z,2024-06-07T20:36:58Z,668,50,120,1,3.8.0,0
s_p_002643_00051,p_002643,2024-06-07T22:29:08Z,2024-06-07T22:51:47Z,1359,51,120,0,3.9.2,0
s_p_002643_00052,p_002643,2024-06-08T23:15:22Z,2024-06-08T23:32:53Z,1051,52,121,1,3.8.0,0
