player_id,archetype,install_date,country_code,platform,device_tier,acquisition_channel,is_payer,lifetime_days,last_active_date,is_churned,total_sessions,total_purchases,total_revenue_usd,total_social_interactions,friends_count
p_001151,casual,2024-03-01,AU,ios,high,applovin,0,66,2024-05-06,1,9,0,0,18,1
p_000264,early_churn,2024-02-01,AR,android,low,organic,0,2,2024-02-03,1,2,0,0,1,0
p_000699,casual,2024-08-09,US,ios,mid,facebook,0,65,2024-10-13,1,2,0,0,10,2
p_002409,engaged,2024-05-31,GB,ios,mid,facebook,0,166,2024-11-13,1,63,0,0,61,9
p_002781,whale_payer,2024-05-18,IN,ios,high,facebook,1,227,2024-12-31,0,168,41,462.59,64,5
p_002901,minnow_payer,2024-01-11,BR,android,mid,google,1,249,2024-09-16,1,33,17,38.83,50,6
p_000579,casual,2024-06-27,US,android,low,facebook,0,14,2024-07-11,1,0,0,0,3,1
p_002148,engaged,2024-02-29,PL,android,low,tiktok,0,195,2024-09-11,1,70,0,0,59,5
p_000808,casual,2024-07-22,GB,android,low,organic,0,48,2024-09-08,1,1,0,0,17,3
p_002398,engaged,2024-06-13,KR,ios,mid,organic,0,144,2024-11-04,1,38,0,0,85,9
p_001551,casual,2024-10-02,RU,android,high,organic,0,81,2024-12-22,1,7,0,0,23,2
p_001054,casual,2024-07-26,CA,ios,mid,organic,0,58,2024-09-22,1,4,0,0,13,2
p_001664,casual,2024-12-17,IT,android,low,facebook,0,14,2024-12-31,0,2,0,0,5,0
p_000240,early_churn,2024-08-27,PH,android,mid,organic,0,2,2024-08-29,1,1,0,0,2,0
p_000391,casual,2024-03-02,FR,ios,low,facebook,0,69,2024-05-10,1,5,0,0,11,3
p_000487,casual,2024-06-12,IN,ios,mid,google,0,52,2024-08-03,1,6,0,0,12,0
p_002904,minnow_payer,2024-08-15,TR,android,high,organic,1,124,2024-12-17,1,18,4,36.96,35,4
p_000283,early_churn,2024-10-08,GB,ios,high,organic,0,1,2024-10-09,1,0,0,0,1,0
p_001756,casual,2024-05-30,DE,android,mid,tiktok,0,69,2024-08-07,1,7,0,0,10,0
p_001586,casual,2024-10-11,ID,android,low,applovin,0,81,2024-12-31,0,12,0,0,27,2
p_002357,engaged,2024-01-21,US,android,mid,unity_ads,0,141,2024-06-10,1,40,0,0,45,4
p_000635,casual,2024-09-18,US,android,low,google,0,32,2024-10-20,1,4,0,0,6,0
p_001354,casual,2024-08-20,TH,ios,low,tiktok,0,64,2024-10-23,1,8,0,0,14,1
p_000796,casual,2024-03-30,TH,ios,high,google,0,22,2024-04-21,1,0,0,0,7,1
p_001376,casual,2024-09-27,US,ios,mid,applovin,0,17,2024-10-14,1,0,0,0,10,2
p_001631,casual,2024-11-10,TH,android,low,organic,0,35,2024-12-15,1,3,0,0,10,2
p_000619,casual,2024-07-05,RU,ios,mid,organic,0,16,2024-07-21,1,0,0,0,10,2
p_001214,casual,2024-02-27,ES,android,low,other,0,40,2024-04-07,1,2,0,0,7,0
p_000301,casual,2024-05-12,DE,ios,mid,organic,0,54,2024-07-05,1,5,0,0,6,0
p_001144,casual,2024-02-01,IT,android,high,google,0,32,2024-03-04,1,0,0,0,10,0
p_001039,casual,2024-05-11,IN,ios,mid,organic,0,87,2024-08-06,1,5,0,0,22,2
p_001213,casual,2024-10-05,JP,android,low,tiktok,0,51,2024-11-25,1,10,0,0,10,0
p_000602,casual,2024-06-26,US,android,high,organic,0,69,2024-09-03,1,7,0,0,16,1
p_002712,whale_payer,2024-07-12,US,ios,mid,tiktok,1,172,2024-12-31,0,121,62,622.38,55,9
p_001665,casual,2024-10-15,DE,ios,high,facebook,0,77,2024-12-31,0,3,0,0,11,0
p_002128,engaged,2024-01-30,PH,android,mid,facebook,0,162,2024-07-10,1,66,0,0,86,9
p_000018,early_churn,2024-01-02,FR,android,high,facebook,0,1,2024-01-03,1,0,0,0,0,0
p_001704,casual,2024-01-17,IT,android,low,organic,0,42,2024-02-28,1,0,0,0,5,2
p_001163,casual,2024-10-25,US,ios,high,organic,0,28,2024-11-22,1,6,0,0,10,2
p_002096,burst,2024-07-23,ES,ios,mid,organic,0,21,2024-08-13,1,11,0,0,24,4
p_000671,casual,2024-06-01,CA,android,mid,organic,0,75,2024-08-15,1,6,0,0,26,3
p_000395,casual,2024-09-14,US,android,high,organic,0,33,2024-10-17,1,2,0,0,14,1
p_001072,casual,2024-07-14,DE,android,mid,organic,0,23,2024-08-06,1,0,0,0,9,2
p_001541,casual,2024-03-30,MX,ios,mid,organic,0,51,2024-05-20,1,3,0,0,13,5
p_001156,casual,2024-07-23,CA,android,mid,applovin,0,85,2024-10-16,1,6,0,0,14,1
p_001683,casual,2024-10-11,TH,ios,mid,facebook,0,36,2024-11-16,1,1,0,0,5,0
p_000810,casual,2024-04-09,IN,ios,mid,organic,0,53,2024-06-01,1,5,0,0,8,3
p_002963,minnow_payer,2024-08-08,US,android,low,tiktok,1,145,2024-12-31,0,22,23,44.77,27,2
p_000118,early_churn,2024-11-01,US,android,mid,google,0,3,2024-11-04,1,0,0,0,0,0
p_000288,early_churn,2024-11-25,US,android,mid,facebook,0,2,2024-11-27,1,1,0,0,0,0
p_001975,burst,2024-05-31,US,android,mid,organic,0,20,2024-06-20,1,8,0,0,15,3
p_002384,engaged,2024-06-25,IT,ios,low,tiktok,0,189,2024-12-31,0,72,0,0,84,11
p_001342,casual,2024-10-07,US,ios,high,google,0,61,2024-12-07,1,9,0,0,15,1
p_002282,engaged,2024-02-29,FR,android,mid,google,0,279,2024-12-04,1,95,0,0,113,12
p_000507,casual,2024-01-10,DE,android,mid,applovin,0,62,2024-03-12,1,4,0,0,12,3
p_001765,casual,2024-12-11,CA,android,high,organic,0,20,2024-12-31,0,2,0,0,4,0
p_002013,burst,2024-05-07,US,ios,mid,unity_ads,0,20,2024-05-27,1,13,0,0,21,1
p_001874,burst,2024-10-15,KR,ios,high,organic,0,12,2024-10-27,1,6,0,0,21,3
p_002621,engaged,2024-03-07,US,ios,mid,google,0,251,2024-11-13,1,80,0,0,78,8
p_002643,engaged,2024-02-08,MX,android,mid,facebook,0,168,2024-07-25,1,65,0,0,78,14
p_002956,minnow_payer,2024-06-19,FR,ios,low,other,1,195,2024-12-31,0,22,14,50.86,41,7
p_001405,casual,2024-09-03,GB,android,low,facebook,0,66,2024-11-08,1,5,0,0,24,1
p_002572,engaged,2024-02-06,CA,ios,low,tiktok,0,293,2024-11-25,1,90,0,0,107,11
p_001292,casual,2024-07-28,KR,ios,low,google,0,57,2024-09-23,1,10,0,0,10,0
p_002747,whale_payer,2024-02-18,RU,android,mid,organic,1,256,2024-10-31,1,195,53,553.47,58,10
p_001097,casual,2024-04-12,DE,android,low,google,0,39,2024-05-21,1,6,0,0,13,2
p_000321,casual,2024-12-08,US,android,mid,google,0,23,2024-12-31,0,0,0,0,8,1
p_000613,casual,2024-10-29,DE,android,high,organic,0,14,2024-11-12,1,0,0,0,9,3
p_002049,burst,2024-10-03,CA,android,mid,organic,0,14,2024-10-17,1,14,0,0,16,3
p_000239,early_churn,2024-01-03,US,android,mid,organic,0,3,2024-01-06,1,1,0,0,0,0
p_001387,casual,2024-01-30,BR,android,mid,organic,0,81,2024-04-20,1,9,0,0,13,2
p_001530,casual,2024-11-08,AU,android,low,applovin,0,53,2024-12-31,0,3,0,0,17,1
p_000899,casual,2024-06-14,NL,ios,mid,organic,0,88,2024-09-10,1,9,0,0,21,2
p_001320,casual,2024-02-05,GB,android,mid,organic,0,34,2024-03-10,1,4,0,0,6,0
p_000797,casual,2024-04-13,JP,ios,high,organic,0,60,2024-06-12,1,6,0,0,15,2
p_002250,engaged,2024-04-21,MX,ios,low,tiktok,0,169,2024-10-07,1,47,0,0,76,9
p_002462,engaged,2024-03-11,DE,android,low,facebook,0,186,2024-09-13,1,63,0,0,86,12
p_000548,casual,2024-10-13,ES,android,mid,applovin,0,34,2024-11-16,1,2,0,0,14,1
p_002596,engaged,2024-07-11,DE,ios,high,google,0,173,2024-12-31,0,53,0,0,59,7
p_000445,casual,2024-12-21,US,android,high,organic,0,10,2024-12-31,0,1,0,0,5,1
p_002941,minnow_payer,2024-06-07,DE,android,high,applovin,1,116,2024-10-01,1,25,20,63.8,15,4
p_001826,burst,2024-12-19,AR,ios,high,organic,0,11,2024-12-30,1,4,0,0,16,0
p_000830,casual,2024-11-30,US,android,low,organic,0,31,2024-12-31,0,1,0,0,6,0
p_001446,casual,2024-10-03,US,ios,mid,facebook,0,22,2024-10-25,1,0,0,0,4,0
p_002084,burst,2024-03-29,FR,ios,high,facebook,0,16,2024-04-14,1,8,0,0,18,1
p_001883,burst,2024-05-06,US,android,mid,applovin,0,11,2024-05-17,1,5,0,0,7,0
p_002326,engaged,2024-01-20,US,android,mid,organic,0,312,2024-11-27,1,104,0,0,98,13
p_002809,whale_payer,2024-06-18,PL,android,low,organic,1,196,2024-12-31,0,132,58,619.42,63,11
p_001699,casual,2024-02-23,IN,ios,low,facebook,0,24,2024-03-18,1,1,0,0,4,1
p_000978,casual,2024-10-10,PL,android,mid,google,0,52,2024-12-01,1,2,0,0,12,0
p_002607,engaged,2024-02-24,US,android,low,tiktok,0,174,2024-08-16,1,53,0,0,77,8
p_001095,casual,2024-12-01,KR,ios,high,organic,0,28,2024-12-29,1,3,0,0,12,1
p_002236,engaged,2024-06-08,MX,ios,mid,organic,0,206,2024-12-31,0,83,0,0,78,9
p_001772,casual,2024-12-04,AR,android,mid,google,0,27,2024-12-31,0,3,0,0,11,0
p_000381,casual,2024-05-01,US,android,mid,organic,0,30,2024-05-31,1,1,0,0,12,2
p_000748,casual,2024-07-16,CA,android,low,organic,0,42,2024-08-27,1,5,0,0,17,0
p_002820,whale_payer,2024-03-02,US,ios,high,organic,1,304,2024-12-31,0,199,76,824.24,105,12
p_001449,casual,2024-08-01,US,ios,high,organic,0,54,2024-09-24,1,3,0,0,15,1
p_000496,casual,2024-09-09,US,android,mid,google,0,14,2024-09-23,1,1,0,0,3,0
p_001875,burst,2024-06-13,JP,ios,low,facebook,1,9,2024-06-22,1,6,2,1.98,16,4
p_001748,casual,2024-06-24,IT,android,low,google,0,61,2024-08-24,1,11,0,0,14,2
p_001217,casual,2024-01-13,JP,ios,high,organic,0,63,2024-03-16,1,11,0,0,11,0
p_002041,burst,2024-08-24,IT,ios,mid,facebook,0,11,2024-09-04,1,7,0,0,23,6
p_001889,burst,2024-05-09,BR,android,low,organic,0,18,2024-05-27,1,7,0,0,20,2
p_000464,casual,2024-01-08,US,ios,high,tiktok,0,38,2024-02-15,1,4,0,0,2,1
p_001659,casual,2024-11-23,KR,android,high,organic,0,38,2024-12-31,0,2,0,0,4,1
p_002188,engaged,2024-02-19,FR,ios,high,organic,0,316,2024-12-31,0,93,0,0,87,13
p_001244,casual,2024-09-30,BR,android,high,google,0,75,2024-12-14,1,5,0,0,12,3
p_002240,engaged,2024-02-17,KR,android,mid,google,0,318,2024-12-31,0,119,0,0,77,11
p_000098,early_churn,2024-05-28,BR,ios,low,tiktok,0,2,2024-05-30,1,3,0,0,0,0
p_002002,burst,2024-08-31,MX,ios,high,organic,0,14,2024-09-14,1,9,0,0,19,1
p_000963,casual,2024-01-13,US,android,low,organic,0,34,2024-02-16,1,0,0,0,4,0
p_000567,casual,2024-05-30,SE,android,mid,google,0,40,2024-07-09,1,2,0,0,7,1
p_002935,minnow_payer,2024-06-02,KR,android,high,facebook,1,84,2024-08-25,1,12,14,26.86,17,1
p_002811,whale_payer,2024-02-03,US,android,low,applovin,1,270,2024-10-30,1,185,88,906.12,54,10
p_000073,early_churn,2024-10-13,JP,android,mid,tiktok,0,3,2024-10-16,1,0,0,0,1,0
p_001906,burst,2024-07-29,DE,ios,high,organic,0,13,2024-08-11,1,8,0,0,20,2
p_001640,casual,2024-06-18,ES,ios,mid,organic,0,29,2024-07-17,1,4,0,0,7,0
p_002665,engaged,2024-06-07,US,ios,mid,applovin,0,207,2024-12-31,0,62,0,0,89,10
p_001437,casual,2024-08-08,DE,ios,high,organic,0,43,2024-09-20,1,5,0,0,9,0
p_000752,casual,2024-08-07,BR,android,low,unity_ads,0,44,2024-09-20,1,1,0,0,3,0
p_001481,casual,2024-03-16,US,android,mid,google,0,54,2024-05-09,1,5,0,0,12,2
p_002297,engaged,2024-06-30,ES,android,low,facebook,0,184,2024-12-31,0,63,0,0,66,10
p_002443,engaged,2024-05-08,IN,android,high,google,0,237,2024-12-31,0,66,0,0,87,8
p_000950,casual,2024-04-18,RU,ios,high,applovin,0,24,2024-05-12,1,2,0,0,9,1
p_001924,burst,2024-03-03,CA,android,low,facebook,0,16,2024-03-19,1,12,0,0,17,3
p_000287,early_churn,2024-09-05,MX,android,mid,organic,0,1,2024-09-06,1,1,0,0,0,0
p_002581,engaged,2024-05-24,BR,ios,mid,tiktok,0,172,2024-11-12,1,47,0,0,78,8
p_001828,burst,2024-11-25,ID,android,high,facebook,1,18,2024-12-13,1,15,6,13.94,18,5
p_001623,casual,2024-04-26,AR,android,low,organic,0,46,2024-06-11,1,2,0,0,11,3
p_000233,early_churn,2024-09-17,DE,android,low,applovin,0,2,2024-09-19,1,0,0,0,1,0
p_001046,casual,2024-03-04,AR,android,low,google,0,44,2024-04-17,1,2,0,0,4,2
p_001009,casual,2024-10-10,DE,android,mid,facebook,0,67,2024-12-16,1,4,0,0,20,4
p_002267,engaged,2024-05-15,MX,android,high,facebook,0,177,2024-11-08,1,63,0,0,75,8
p_001797,casual,2024-03-05,US,android,low,facebook,0,21,2024-03-26,1,4,0,0,3,1
p_002243,engaged,2024-03-21,KR,ios,high,facebook,0,222,2024-10-29,1,81,0,0,95,9
p_002911,minnow_payer,2024-05-12,FR,android,mid,applovin,1,184,2024-11-12,1,23,13,35.87,43,7
p_002757,whale_payer,2024-07-16,CA,android,mid,facebook,1,168,2024-12-31,0,126,89,998.11,83,10
p_002028,burst,2024-01-08,KR,android,high,organic,0,16,2024-01-24,1,9,0,0,3,0
p_002677,engaged,2024-02-11,US,ios,mid,organic,0,305,2024-12-12,1,94,0,0,120,17
p_002883,minnow_payer,2024-05-06,JP,android,high,applovin,1,107,2024-08-21,1,15,14,39.86,30,4
p_002576,engaged,2024-06-05,JP,android,low,organic,0,166,2024-11-18,1,55,0,0,94,17
p_000284,early_churn,2024-08-03,GB,android,high,organic,0,3,2024-08-06,1,1,0,0,1,0
p_002397,engaged,2024-01-14,AU,android,mid,organic,0,231,2024-09-01,1,57,0,0,74,8
p_000292,early_churn,2024-05-04,FR,ios,high,organic,0,3,2024-05-07,1,1,0,0,1,0
p_002154,engaged,2024-01-20,BR,android,mid,google,0,295,2024-11-10,1,96,0,0,106,10
p_002165,engaged,2024-06-04,JP,ios,low,organic,0,210,2024-12-31,0,72,0,0,79,16
p_002197,engaged,2024-04-03,AU,ios,high,google,0,161,2024-09-11,1,65,0,0,88,12
p_002343,engaged,2024-01-05,FR,android,mid,tiktok,0,235,2024-08-27,1,85,0,0,87,12
p_000524,casual,2024-11-27,IN,ios,high,google,0,34,2024-12-31,0,2,0,0,10,0
p_000647,casual,2024-09-14,ES,ios,mid,organic,0,42,2024-10-26,1,9,0,0,15,4
p_001815,burst,2024-12-18,MX,android,mid,organic,1,13,2024-12-31,0,14,6,10.94,15,2
p_001056,casual,2024-07-09,DE,android,mid,google,0,58,2024-09-05,1,5,0,0,14,3
p_001895,burst,2024-05-23,MX,ios,mid,organic,0,12,2024-06-04,1,10,0,0,11,0
p_002037,burst,2024-06-17,GB,android,mid,applovin,0,18,2024-07-05,1,10,0,0,10,1
p_000429,casual,2024-05-22,KR,android,low,facebook,0,29,2024-06-20,1,2,0,0,11,0
p_001341,casual,2024-06-04,KR,android,high,google,0,48,2024-07-22,1,4,0,0,11,0
p_002841,whale_payer,2024-02-29,DE,ios,low,organic,1,228,2024-10-14,1,149,70,733.3,61,7
p_000014,early_churn,2024-12-16,BR,ios,high,google,0,1,2024-12-17,1,0,0,0,0,0
p_001067,casual,2024-08-07,US,android,mid,facebook,0,58,2024-10-04,1,4,0,0,3,0
p_002333,engaged,2024-05-15,TR,android,high,google,0,172,2024-11-03,1,70,0,0,103,14
p_001018,casual,2024-06-27,DE,ios,high,organic,0,47,2024-08-13,1,3,0,0,8,1
p_002277,engaged,2024-04-12,AR,ios,mid,unity_ads,0,263,2024-12-31,0,109,0,0,96,11
p_000964,casual,2024-07-02,US,android,low,google,0,86,2024-09-26,1,12,0,0,20,4
p_001616,casual,2024-04-30,RU,android,mid,google,0,25,2024-05-25,1,1,0,0,3,0
p_001802,burst,2024-03-04,BR,android,low,unity_ads,0,7,2024-03-11,1,3,0,0,11,0
p_002788,whale_payer,2024-05-18,KR,ios,mid,organic,1,227,2024-12-31,0,171,32,324.68,100,15
p_000762,casual,2024-09-09,US,android,low,applovin,0,20,2024-09-29,1,3,0,0,10,0
p_002159,engaged,2024-06-11,PH,android,low,facebook,0,139,2024-10-28,1,53,0,0,91,11
p_001011,casual,2024-11-16,FR,ios,low,facebook,0,45,2024-12-31,0,1,0,0,6,1
p_000584,casual,2024-05-17,JP,ios,low,organic,0,49,2024-07-05,1,3,0,0,9,1
p_001632,casual,2024-02-22,US,ios,high,facebook,0,50,2024-04-12,1,8,0,0,13,0
p_001476,casual,2024-09-06,BR,android,high,tiktok,0,22,2024-09-28,1,6,0,0,10,1
p_002638,engaged,2024-02-21,US,android,mid,facebook,0,275,2024-11-22,1,87,0,0,74,9
p_000535,casual,2024-03-28,IN,android,mid,google,0,37,2024-05-04,1,3,0,0,8,0
p_002913,minnow_payer,2024-05-05,US,android,mid,facebook,1,166,2024-10-18,1,27,5,25.95,31,4
p_001412,casual,2024-06-27,AU,ios,mid,facebook,0,71,2024-09-06,1,4,0,0,18,1
p_001280,casual,2024-02-09,ID,ios,high,facebook,0,63,2024-04-12,1,5,0,0,10,1
p_000175,early_churn,2024-09-26,US,android,low,applovin,0,3,2024-09-29,1,2,0,0,0,0
p_002810,whale_payer,2024-05-13,JP,ios,high,facebook,1,232,2024-12-31,0,183,64,589.36,56,9
p_001813,burst,2024-08-26,US,android,low,organic,1,17,2024-09-12,1,10,3,10.97,7,2
p_002502,engaged,2024-01-18,TR,ios,low,organic,0,238,2024-09-12,1,84,0,0,47,6
p_000366,casual,2024-11-01,FR,android,low,applovin,0,46,2024-12-17,1,4,0,0,12,0
p_000861,casual,2024-12-31,US,android,mid,applovin,0,0,2024-12-31,0,0,0,0,1,0
p_001431,casual,2024-01-02,MX,android,high,organic,0,25,2024-01-27,1,0,0,0,3,0
p_001281,casual,2024-12-21,PH,android,mid,facebook,0,10,2024-12-31,0,0,0,0,2,0
p_000726,casual,2024-05-18,PH,ios,mid,organic,0,35,2024-06-22,1,0,0,0,8,2
p_001161,casual,2024-04-27,ES,android,low,organic,0,14,2024-05-11,1,3,0,0,7,0
p_001589,casual,2024-04-18,CA,android,low,organic,0,17,2024-05-05,1,0,0,0,9,1
p_000394,casual,2024-01-19,FR,ios,low,google,0,59,2024-03-18,1,5,0,0,9,1
p_000490,casual,2024-01-28,DE,android,low,organic,0,24,2024-02-21,1,4,0,0,7,1
p_001540,casual,2024-02-03,BR,android,mid,google,0,84,2024-04-27,1,18,0,0,18,5
p_000841,casual,2024-04-14,IN,android,high,applovin,0,56,2024-06-09,1,7,0,0,8,1
p_002744,whale_payer,2024-05-12,JP,android,mid,tiktok,1,233,2024-12-31,0,193,58,565.42,110,14
p_002406,engaged,2024-03-31,DE,ios,high,google,0,206,2024-10-23,1,74,0,0,60,5
p_002503,engaged,2024-05-02,ID,ios,high,facebook,0,121,2024-08-31,1,44,0,0,49,7
p_001719,casual,2024-05-18,DE,android,low,organic,0,30,2024-06-17,1,3,0,0,9,0
p_001732,casual,2024-07-22,CA,ios,mid,organic,0,47,2024-09-07,1,1,0,0,15,1
p_000059,early_churn,2024-05-20,CA,android,low,organic,0,2,2024-05-22,1,0,0,0,1,0
p_001624,casual,2024-05-16,KR,android,low,facebook,0,39,2024-06-24,1,2,0,0,13,4
p_001363,casual,2024-04-13,BR,android,low,organic,0,39,2024-05-22,1,5,0,0,10,3
p_000086,early_churn,2024-03-04,RU,android,high,organic,0,1,2024-03-05,1,1,0,0,1,0
p_002703,whale_payer,2024-05-31,TR,android,high,facebook,1,214,2024-12-31,0,157,81,858.19,73,12
p_001319,casual,2024-04-03,NL,ios,low,facebook,0,86,2024-06-28,1,8,0,0,17,2
p_001805,burst,2024-12-07,US,android,low,google,0,7,2024-12-14,1,2,0,0,17,1
p_001592,casual,2024-07-06,MX,ios,mid,facebook,0,62,2024-09-06,1,8,0,0,12,2
p_001407,casual,2024-03-13,US,android,mid,applovin,0,17,2024-03-30,1,2,0,0,6,1
p_002092,burst,2024-11-19,JP,android,low,tiktok,0,9,2024-11-28,1,7,0,0,3,0
p_002917,minnow_payer,2024-05-14,RU,android,mid,organic,1,105,2024-08-27,1,15,24,86.76,27,6
p_002529,engaged,2024-02-15,US,android,mid,facebook,0,228,2024-09-30,1,79,0,0,72,7
p_001613,casual,2024-12-14,TH,android,mid,facebook,0,17,2024-12-31,0,2,0,0,12,1
p_002759,whale_payer,2024-03-14,AU,android,low,unity_ads,1,239,2024-11-08,1,172,49,522.51,83,10
p_001385,casual,2024-02-23,BR,android,low,tiktok,0,19,2024-03-13,1,2,0,0,4,1
p_001709,casual,2024-02-13,KR,ios,mid,applovin,0,14,2024-02-27,1,3,0,0,8,2
p_002363,engaged,2024-01-10,GB,android,high,google,0,137,2024-05-26,1,35,0,0,65,8
p_000423,casual,2024-03-09,AU,ios,mid,organic,0,26,2024-04-04,1,6,0,0,7,0
p_002211,engaged,2024-03-17,GB,ios,mid,google,0,128,2024-07-23,1,44,0,0,43,5
p_002773,whale_payer,2024-05-08,US,android,mid,tiktok,1,205,2024-11-29,1,157,30,343.7,87,7
p_000985,casual,2024-02-23,TR,android,low,tiktok,0,57,2024-04-20,1,10,0,0,13,3
p_001084,casual,2024-08-04,AR,ios,mid,google,0,75,2024-10-18,1,10,0,0,17,3
p_002038,burst,2024-12-02,NL,android,mid,unity_ads,0,18,2024-12-20,1,13,0,0,15,1
p_001605,casual,2024-11-01,IN,ios,high,facebook,0,60,2024-12-31,0,3,0,0,12,2
p_002314,engaged,2024-02-19,IN,android,high,applovin,0,135,2024-07-03,1,39,0,0,48,6
p_000858,casual,2024-06-16,FR,android,mid,organic,0,81,2024-09-05,1,8,0,0,21,0
p_001329,casual,2024-05-03,GB,ios,high,organic,0,36,2024-06-08,1,2,0,0,17,4
p_002203,engaged,2024-05-05,JP,android,mid,facebook,0,240,2024-12-31,0,83,0,0,85,14
p_001414,casual,2024-12-29,AR,android,low,organic,0,2,2024-12-31,0,0,0,0,6,0
p_002905,minnow_payer,2024-07-08,NL,android,low,applovin,1,167,2024-12-22,1,20,3,11.97,37,5
p_002191,engaged,2024-02-22,US,android,mid,tiktok,0,269,2024-11-17,1,86,0,0,84,13
p_000583,casual,2024-11-20,MX,ios,mid,applovin,0,41,2024-12-31,0,2,0,0,12,1
p_001399,casual,2024-05-09,GB,ios,mid,organic,0,33,2024-06-11,1,4,0,0,3,0
p_002305,engaged,2024-07-16,CA,ios,mid,applovin,1,146,2024-12-09,1,52,2,2.98,41,5
p_000306,casual,2024-04-08,BR,android,low,applovin,0,61,2024-06-08,1,10,0,0,15,0
p_000136,early_churn,2024-02-21,US,ios,mid,facebook,0,2,2024-02-23,1,1,0,0,0,0
p_002455,engaged,2024-04-26,TR,android,mid,organic,0,162,2024-10-05,1,46,0,0,84,11
p_002739,whale_payer,2024-06-10,KR,android,low,organic,1,204,2024-12-31,0,157,67,658.33,69,9
p_001419,casual,2024-07-17,FR,ios,high,tiktok,0,31,2024-08-17,1,3,0,0,15,2
p_001438,casual,2024-12-05,US,android,mid,google,0,26,2024-12-31,0,1,0,0,11,0
p_000511,casual,2024-04-15,IN,android,low,organic,0,48,2024-06-02,1,7,0,0,10,0
p_002176,engaged,2024-01-19,NL,android,mid,applovin,0,244,2024-09-19,1,76,0,0,67,8
p_002164,engaged,2024-05-11,KR,ios,mid,facebook,0,222,2024-12-19,1,88,0,0,61,10
p_002348,engaged,2024-01-18,US,android,low,facebook,0,226,2024-08-31,1,70,0,0,96,11
p_000655,casual,2024-08-13,GB,android,mid,organic,0,55,2024-10-07,1,10,0,0,9,1
p_001478,casual,2024-07-10,GB,ios,high,google,0,79,2024-09-27,1,8,0,0,17,1
p_000622,casual,2024-08-11,CA,ios,high,google,0,43,2024-09-23,1,3,0,0,5,1
p_002180,engaged,2024-01-12,US,ios,low,organic,0,215,2024-08-14,1,76,0,0,81,6
p_001706,casual,2024-06-03,GB,ios,mid,organic,0,56,2024-07-29,1,4,0,0,14,1
p_001607,casual,2024-01-29,US,android,mid,organic,0,22,2024-02-20,1,0,0,0,2,0
p_000646,casual,2024-08-29,US,ios,mid,tiktok,0,79,2024-11-16,1,9,0,0,21,2
p_001145,casual,2024-01-11,ES,android,high,other,0,47,2024-02-27,1,7,0,0,7,1
p_002972,minnow_payer,2024-05-04,FR,android,low,organic,1,82,2024-07-25,1,15,5,22.95,21,2
p_001253,casual,2024-06-19,BR,ios,low,google,0,66,2024-08-24,1,4,0,0,14,2
p_001330,casual,2024-07-24,PH,ios,high,other,0,58,2024-09-20,1,8,0,0,14,1
p_002955,minnow_payer,2024-08-10,FR,android,mid,organic,1,134,2024-12-22,1,16,21,88.79,35,5
p_001101,casual,2024-06-16,JP,android,mid,organic,0,83,2024-09-07,1,3,0,0,16,1
p_001925,burst,2024-09-09,CA,ios,mid,other,0,20,2024-09-29,1,13,0,0,10,3
p_000435,casual,2024-03-01,DE,android,mid,applovin,0,16,2024-03-17,1,0,0,0,7,2
p_001259,casual,2024-07-29,IN,ios,mid,tiktok,0,87,2024-10-24,1,7,0,0,18,2
p_001425,casual,2024-02-28,US,android,mid,organic,0,71,2024-05-09,1,6,0,0,19,2
p_000359,casual,2024-03-11,US,ios,low,other,0,67,2024-05-17,1,7,0,0,16,2
p_001368,casual,2024-06-28,KR,android,mid,google,0,61,2024-08-28,1,0,0,0,9,0
p_000176,early_churn,2024-05-31,JP,android,high,unity_ads,0,2,2024-06-02,1,0,0,0,2,0
p_000980,casual,2024-11-19,MX,android,high,tiktok,0,42,2024-12-31,1,3,0,0,5,0
p_002354,engaged,2024-06-24,US,android,low,organic,0,190,2024-12-31,0,51,0,0,63,6
p_001730,casual,2024-09-13,TR,android,low,facebook,0,32,2024-10-15,1,2,0,0,8,1
p_002431,engaged,2024-01-21,IN,android,low,facebook,0,310,2024-11-26,1,100,0,0,70,11
p_000386,casual,2024-02-18,US,android,mid,google,0,84,2024-05-12,1,12,0,0,10,0
p_002594,engaged,2024-03-20,NL,android,low,google,0,227,2024-11-02,1,87,0,0,93,21
p_002659,engaged,2024-03-19,KR,android,high,organic,0,287,2024-12-31,0,87,0,0,63,9
p_001799,casual,2024-05-12,TH,ios,high,tiktok,0,14,2024-05-26,1,0,0,0,0,0
p_000472,casual,2024-04-07,BR,ios,mid,organic,0,73,2024-06-19,1,6,0,0,19,5
p_002427,engaged,2024-07-19,CA,android,mid,google,1,165,2024-12-31,0,64,8,16.92,77,8
p_000901,casual,2024-06-17,US,android,low,organic,0,36,2024-07-23,1,2,0,0,8,0
p_001509,casual,2024-12-22,US,android,low,facebook,0,9,2024-12-31,0,1,0,0,6,2
p_002684,engaged,2024-04-17,US,android,high,organic,0,199,2024-11-02,1,64,0,0,91,5
p_000991,casual,2024-03-07,AR,android,low,other,0,60,2024-05-06,1,7,0,0,13,1
p_001382,casual,2024-10-06,US,android,high,organic,0,52,2024-11-27,1,6,0,0,11,1
p_001103,casual,2024-03-16,GB,ios,mid,organic,0,53,2024-05-08,1,1,0,0,14,0
