player_id,activity_date,sessions_count,total_duration_seconds,events_count,purchases_count,revenue_usd,social_interactions_count,days_since_install
p_001070,2024-03-30,1,555,6,0,0,0,5
p_001070,2024-04-05,1,598,3,0,0,0,11
p_001070,2024-04-13,1,301,3,0,0,0,19
p_001070,2024-04-17,0,0,0,0,0,1,23
p_001070,2024-04-18,0,0,0,0,0,1,24
p_001070,2024-04-25,0,0,0,0,0,1,31
p_001071,2024-10-01,0,0,0,0,0,1,3
p_001071,2024-10-03,0,0,0,0,0,1,5
p_001071,2024-10-04,1,496,5,0,0,0,6
p_001072,2024-07-18,0,0,0,0,0,1,4
p_001072,2024-07-20,0,0,0,0,0,1,6
p_001072,2024-07-24,0,0,0,0,0,1,10
p_001072,2024-07-29,0,0,0,0,0,1,15
p_001073,2024-06-18,1,466,6,0,0,1,5
p_001073,2024-06-19,0,0,0,0,0,1,6
p_001073,2024-06-24,1,433,1,0,0,0,11
p_001073,2024-06-25,0,0,0,0,0,1,12
p_001073,2024-06-30,0,0,0,0,0,1,17
p_001073,2024-07-04,2,794,6,0,0,0,21
p_001074,2024-01-23,0,0,0,0,0,1,4
p_001074,2024-01-26,0,0,0,0,0,1,7
p_001074,2024-02-05,1,579,3,0,0,0,17
p_001074,2024-02-08,1,529,2,0,0,0,20
p_001074,2024-02-09,1,589,4,0,0,0,21
p_001074,2024-02-22,1,320,5,0,0,0,34
p_001074,2024-02-24,0,0,0,0,0,1,36
p_001074,2024-03-12,1,192,2,0,0,0,53
p_001074,2024-03-19,1,218,4,0,0,0,60
p_001075,2024-11-20,2,666,9,0,0,0,4
p_001075,2024-11-22,0,0,0,0,0,1,6
p_001075,2024-12-13,1,593,3,0,0,0,27
p_001076,2024-03-08,1,579,2,0,0,0,1
p_001076,2024-03-14,0,0,0,0,0,1,7
p_001076,2024-03-15,2,690,8,0,0,0,8
p_001076,2024-03-17,2,780,5,0,0,0,10
p_001076,2024-03-18,0,0,0,0,0,1,11
p_001076,2024-03-26,0,0,0,0,0,1,19
p_001076,2024-03-28,0,0,0,0,0,1,21
p_001076,2024-03-30,0,0,0,0,0,1,23
p_001076,2024-04-02,1,531,4,0,0,0,26
p_001076,2024-04-05,0,0,0,0,0,1,29
p_001076,2024-04-10,0,0,0,0,0,1,34
p_001076,2024-04-11,0,0,0,0,0,1,35
p_001077,2024-04-08,0,0,0,0,0,1,4
p_001077,2024-04-14,0,0,0,0,0,1,10
p_001077,2024-04-16,0,0,0,0,0,1,12
p_001077,2024-04-21,1,354,6,0,0,0,17
p_001077,2024-04-22,0,0,0,0,0,1,18
p_001077,2024-04-26,0,0,0,0,0,1,22
p_001077,2024-05-04,0,0,0,0,0,1,30
p_001077,2024-05-06,0,0,0,0,0,1,32
p_001078,2024-02-15,1,311,4,0,0,1,0
p_001078,2024-02-16,0,0,0,0,0,1,1
p_001078,2024-02-18,0,0,0,0,0,1,3
p_001078,2024-03-01,0,0,0,0,0,1,15
p_001078,2024-03-09,0,0,0,0,0,1,23
p_001078,2024-03-12,1,441,4,0,0,0,26
p_001078,2024-03-14,0,0,0,0,0,1,28
p_001079,2024-10-28,1,445,5,0,0,0,2
p_001079,2024-11-03,2,818,10,0,0,0,8
p_001079,2024-11-08,2,709,6,0,0,0,13
p_001079,2024-11-09,1,394,3,0,0,0,14
p_001079,2024-11-10,0,0,0,0,0,1,15
p_001080,2024-06-04,1,498,2,0,0,0,0
p_001080,2024-06-06,1,219,6,0,0,0,2
p_001080,2024-06-11,2,633,8,0,0,0,7
p_001080,2024-06-12,1,308,3,0,0,0,8
p_001080,2024-06-13,1,508,2,0,0,0,9
p_001080,2024-06-17,0,0,0,0,0,1,13
p_001080,2024-06-19,1,229,4,0,0,0,15
p_001080,2024-06-25,0,0,0,0,0,1,21
p_001080,2024-06-29,0,0,0,0,0,1,25
p_001080,2024-06-30,1,297,4,0,0,0,26
p_001080,2024-07-17,1,508,6,0,0,0,43
p_001080,2024-07-19,0,0,0,0,0,1,45
p_001080,2024-07-27,0,0,0,0,0,1,53
p_001081,2024-11-08,1,328,2,0,0,0,0
p_001081,2024-11-09,2,660,5,0,0,0,1
p_001081,2024-11-10,2,664,10,0,0,0,2
p_001081,2024-11-26,0,0,0,0,0,1,18
p_001081,2024-12-02,0,0,0,0,0,1,24
p_001081,2024-12-05,1,235,2,0,0,0,27
p_001081,2024-12-09,1,438,4,0,0,0,31
p_001081,2024-12-11,1,283,4,0,0,0,33
p_001081,2024-12-19,0,0,0,0,0,1,41
p_001082,2024-02-17,1,245,6,0,0,0,17
p_001082,2024-02-24,0,0,0,0,0,1,24
p_001082,2024-02-28,1,555,2,0,0,0,28
p_001082,2024-02-29,0,0,0,0,0,1,29
p_001082,2024-03-04,1,545,5,0,0,0,33
p_001082,2024-03-10,1,429,2,0,0,0,39
p_001082,2024-03-17,1,533,6,0,0,0,46
p_001082,2024-03-21,1,548,4,0,0,0,50
p_001082,2024-04-15,1,465,4,0,0,0,75
p_001083,2024-04-25,1,370,5,0,0,0,1
p_001083,2024-04-26,0,0,0,0,0,1,2
p_001083,2024-04-28,0,0,0,0,0,1,4
p_001083,2024-04-29,2,705,4,0,0,0,5
p_001083,2024-05-02,0,0,0,0,0,1,8
p_001083,2024-05-10,0,0,0,0,0,1,16
p_001083,2024-05-16,1,593,4,0,0,0,22
p_001083,2024-05-17,0,0,0,0,0,1,23
p_001083,2024-05-22,1,455,3,0,0,0,28
p_001083,2024-05-23,1,366,2,0,0,0,29
p_001083,2024-06-03,1,346,2,0,0,0,40
p_001083,2024-06-12,0,0,0,0,0,1,49
p_001083,2024-06-14,1,271,3,0,0,0,51
p_001084,2024-08-04,0,0,0,0,0,1,0
p_001084,2024-08-10,0,0,0,0,0,1,6
p_001084,2024-08-12,0,0,0,0,0,1,8
p_001084,2024-08-13,0,0,0,0,0,1,9
p_001084,2024-08-14,1,297,6,0,0,0,10
p_001084,2024-08-15,0,0,0,0,0,1,11
p_001084,2024-08-23,1,244,6,0,0,0,19
p_001084,2024-08-29,1,492,6,0,0,0,25
p_001084,2024-09-04,1,211,5,0,0,0,31
p_001084,2024-09-05,1,539,4,0,0,0,32
p_001084,2024-09-07,1,462,3,0,0,0,34
p_001084,2024-09-08,1,532,5,0,0,0,35
p_001084,2024-09-09,2,945,7,0,0,0,36
p_001084,2024-09-24,0,0,0,0,0,1,51
p_001084,2024-09-25,1,185,4,0,0,0,52
p_001084,2024-10-08,0,0,0,0,0,1,65
p_001085,2024-07-02,0,0,0,0,0,1,2
p_001085,2024-07-10,2,600,6,0,0,0,10
p_001085,2024-08-02,0,0,0,0,0,1,33
p_001085,2024-08-10,1,268,6,0,0,0,41
p_001085,2024-08-25,1,546,4,0,0,0,56
p_001086,2024-08-22,1,574,4,0,0,0,2
p_001086,2024-08-23,0,0,0,0,0,1,3
p_001086,2024-08-24,1,190,2,0,0,0,4
p_001086,2024-08-26,0,0,0,0,0,1,6
p_001086,2024-09-02,0,0,0,0,0,2,13
p_001087,2024-11-15,1,572,4,0,0,0,4
p_001087,2024-11-17,0,0,0,0,0,1,6
p_001087,2024-11-19,0,0,0,0,0,1,8
p_001087,2024-12-07,0,0,0,0,0,1,26
p_001088,2024-08-19,1,592,2,0,0,0,3
p_001088,2024-09-05,0,0,0,0,0,1,20
p_001088,2024-09-10,1,227,3,0,0,1,25
p_001088,2024-09-19,0,0,0,0,0,1,34
p_001088,2024-09-24,0,0,0,0,0,1,39
p_001088,2024-10-03,0,0,0,0,0,1,48
p_001088,2024-10-07,0,0,0,0,0,1,52
p_001089,2024-03-12,0,0,0,0,0,1,2
p_001089,2024-03-15,0,0,0,0,0,1,5
p_001089,2024-03-17,0,0,0,0,0,1,7
p_001089,2024-03-20,0,0,0,0,0,1,10
p_001089,2024-03-21,0,0,0,0,0,1,11
p_001089,2024-03-22,1,389,4,0,0,0,12
p_001089,2024-03-24,2,583,6,0,0,0,14
p_001089,2024-03-27,0,0,0,0,0,1,17
p_001089,2024-03-30,0,0,0,0,0,1,20
p_001089,2024-03-31,0,0,0,0,0,1,21
p_001090,2024-02-01,1,237,3,0,0,0,9
p_001090,2024-02-02,0,0,0,0,0,1,10
p_001090,2024-02-03,1,518,2,0,0,0,11
p_001090,2024-02-10,1,543,2,0,0,0,18
p_001090,2024-02-11,0,0,0,0,0,1,19
p_001091,2024-08-26,0,0,0,0,0,1,10
p_001091,2024-09-01,1,297,3,0,0,0,16
p_001091,2024-09-02,1,500,2,0,0,0,17
p_001091,2024-09-06,1,391,2,0,0,1,21
p_001091,2024-09-08,0,0,0,0,0,1,23
p_001091,2024-09-10,0,0,0,0,0,1,25
p_001093,2024-03-30,1,238,5,0,0,0,1
p_001093,2024-04-01,0,0,0,0,0,1,3
p_001093,2024-04-02,1,562,2,0,0,0,4
p_001093,2024-04-03,0,0,0,0,0,1,5
p_001093,2024-04-06,0,0,0,0,0,1,8
p_001093,2024-04-09,1,496,4,0,0,0,11
p_001093,2024-04-20,2,1134,6,0,0,0,22
p_001093,2024-04-21,0,0,0,0,0,1,23
p_001093,2024-04-22,0,0,0,0,0,1,24
p_001093,2024-04-25,0,0,0,0,0,1,27
p_001094,2024-06-07,1,283,2,0,0,1,4
p_001094,2024-06-14,1,296,3,0,0,0,11
p_001094,2024-06-18,2,658,8,0,0,0,15
p_001095,2024-12-02,1,536,4,0,0,0,1
p_001095,2024-12-07,1,391,2,0,0,1,6
p_001095,2024-12-11,1,451,5,0,0,0,10
p_001095,2024-12-18,0,0,0,0,0,1,17
p_001096,2024-06-29,1,393,2,0,0,0,10
p_001096,2024-07-01,0,0,0,0,0,1,12
p_001096,2024-07-04,0,0,0,0,0,1,15
p_001096,2024-07-07,0,0,0,0,0,2,18
p_001096,2024-07-09,1,381,2,0,0,1,20
p_001096,2024-07-10,0,0,0,0,0,1,21
p_001096,2024-07-12,0,0,0,0,0,1,23
p_001096,2024-07-14,0,0,0,0,0,1,25
p_001097,2024-04-13,0,0,0,0,0,1,1
p_001097,2024-04-15,1,524,5,0,0,0,3
p_001097,2024-04-18,0,0,0,0,0,1,6
p_001097,2024-04-22,1,433,6,0,0,0,10
p_001097,2024-04-23,0,0,0,0,0,1,11
p_001097,2024-04-24,0,0,0,0,0,1,12
p_001097,2024-04-28,1,456,3,0,0,0,16
p_001097,2024-05-01,0,0,0,0,0,1,19
p_001097,2024-05-03,1,497,5,0,0,0,21
p_001097,2024-05-06,1,458,6,0,0,0,24
p_001097,2024-05-15,1,357,3,0,0,0,33
p_001097,2024-05-17,0,0,0,0,0,1,35
p_001097,2024-05-18,0,0,0,0,0,1,36
p_001097,2024-05-20,0,0,0,0,0,1,38
p_001098,2024-09-10,2,751,5,0,0,0,0
p_001098,2024-09-11,0,0,0,0,0,2,1
p_001098,2024-09-29,1,200,2,0,0,0,19
p_001098,2024-09-30,0,0,0,0,0,1,20
p_001098,2024-10-01,0,0,0,0,0,1,21
p_001098,2024-10-03,0,0,0,0,0,1,23
p_001098,2024-10-20,2,846,7,0,0,0,40
p_001098,2024-10-22,1,566,3,0,0,0,42
p_001098,2024-10-29,0,0,0,0,0,1,49
p_001098,2024-11-09,0,0,0,0,0,1,60
p_001099,2024-06-29,0,0,0,0,0,1,2
p_001099,2024-07-05,0,0,0,0,0,1,8
p_001099,2024-07-06,0,0,0,0,0,1,9
p_001099,2024-07-07,1,198,3,0,0,0,10
p_001099,2024-07-13,0,0,0,0,0,1,16
p_001099,2024-07-15,0,0,0,0,0,1,18
p_001099,2024-07-25,1,447,6,0,0,0,28
p_001099,2024-07-29,0,0,0,0,0,1,32
p_001099,2024-08-04,1,322,6,0,0,0,38
p_001099,2024-08-05,0,0,0,0,0,1,39
p_001099,2024-08-10,0,0,0,0,0,1,44
p_001100,2024-01-22,1,189,4,0,0,0,0
p_001100,2024-01-23,1,405,6,0,0,0,1
p_001100,2024-01-24,2,1007,8,0,0,0,2
p_001100,2024-01-25,1,576,6,0,0,1,3
p_001100,2024-02-18,1,567,2,0,0,0,27
p_001100,2024-03-05,1,517,2,0,0,0,43
p_001100,2024-03-11,2,876,5,0,0,1,49
p_001101,2024-08-02,1,332,2,0,0,0,47
p_001101,2024-08-06,1,467,3,0,0,0,51
p_001101,2024-08-09,0,0,0,0,0,1,54
p_001101,2024-09-01,1,578,4,0,0,0,77
p_001102,2024-11-10,1,215,4,0,0,0,7
p_001102,2024-11-30,1,331,6,0,0,0,27
p_001102,2024-12-16,0,0,0,0,0,1,43
p_001103,2024-03-22,0,0,0,0,0,1,6
p_001103,2024-04-08,0,0,0,0,0,1,23
p_001103,2024-04-11,1,445,6,0,0,0,26
p_001103,2024-04-23,0,0,0,0,0,1,38
p_001103,2024-05-02,0,0,0,0,0,1,47
p_001104,2024-04-09,1,205,3,0,0,0,16
p_001104,2024-04-28,1,255,3,0,0,0,35
p_001104,2024-05-02,1,301,2,0,0,0,39
p_001104,2024-05-04,1,506,6,0,0,0,41
p_001104,2024-05-12,1,504,4,0,0,0,49
p_001104,2024-05-17,2,643,8,0,0,0,54
p_001104,2024-05-25,2,977,8,0,0,0,62
p_001105,2024-01-26,0,0,0,0,0,1,12
p_001105,2024-02-04,0,0,0,0,0,1,21
p_001106,2024-05-07,0,0,0,0,0,1,8
p_001106,2024-05-16,1,367,2,0,0,0,17
p_001106,2024-05-17,1,227,4,0,0,0,18
p_001106,2024-05-31,1,267,3,0,0,0,32
p_001106,2024-06-17,1,243,2,0,0,0,49
p_001107,2024-07-09,0,0,0,0,0,1,0
p_001107,2024-07-11,0,0,0,0,0,1,2
p_001107,2024-07-15,0,0,0,0,0,1,6
p_001107,2024-07-22,1,408,2,0,0,2,13
p_001107,2024-07-29,0,0,0,0,0,1,20
p_001107,2024-07-30,0,0,0,0,0,1,21
p_001108,2024-03-23,1,295,2,0,0,0,3
p_001108,2024-03-25,1,537,6,0,0,0,5
p_001108,2024-03-26,1,485,6,0,0,0,6
p_001108,2024-04-01,1,319,6,0,0,0,12
p_001108,2024-04-08,1,294,6,0,0,0,19
p_001109,2024-05-14,0,0,0,0,0,1,0
p_001109,2024-05-16,0,0,0,0,0,1,2
p_001109,2024-05-24,1,209,5,0,0,0,10
p_001109,2024-06-06,1,503,5,0,0,0,23
p_001109,2024-06-17,1,584,3,0,0,0,34
p_001109,2024-07-11,0,0,0,0,0,1,58
p_001109,2024-07-25,0,0,0,0,0,1,72
p_001110,2024-02-18,0,0,0,0,0,1,6
p_001110,2024-03-14,1,354,4,0,0,0,31
p_001110,2024-04-02,0,0,0,0,0,1,50
p_001111,2024-09-12,1,273,5,0,0,1,0
p_001111,2024-09-13,1,264,3,0,0,0,1
p_001111,2024-09-23,1,493,4,0,0,0,11
p_001111,2024-10-17,0,0,0,0,0,1,35
p_001111,2024-10-20,1,200,4,0,0,0,38
p_001111,2024-11-05,1,562,2,0,0,0,54
p_001111,2024-11-12,2,448,6,0,0,0,61
p_001112,2024-01-06,1,405,4,0,0,0,0
p_001112,2024-01-15,1,328,4,0,0,0,9
p_001112,2024-01-18,0,0,0,0,0,1,12
p_001112,2024-01-19,0,0,0,0,0,1,13
p_001112,2024-01-23,2,922,10,0,0,0,17
p_001112,2024-01-25,1,418,4,0,0,0,19
p_001112,2024-02-11,1,203,4,0,0,0,36
p_001112,2024-02-13,1,464,2,0,0,0,38
p_001112,2024-02-27,1,214,2,0,0,0,52
p_001112,2024-03-03,0,0,0,0,0,1,57
p_001112,2024-03-07,1,463,4,0,0,0,61
p_001112,2024-03-17,0,0,0,0,0,1,71
p_001113,2024-01-27,1,268,6,0,0,0,7
p_001113,2024-01-30,1,442,2,0,0,1,10
p_001113,2024-02-06,1,575,6,0,0,0,17
p_001113,2024-02-09,1,355,2,0,0,0,20
p_001113,2024-02-10,1,383,4,0,0,0,21
p_001113,2024-02-11,1,528,3,0,0,0,22
p_001113,2024-02-20,0,0,0,0,0,1,31
p_001113,2024-02-25,1,547,2,0,0,0,36
p_001113,2024-03-17,1,338,6,0,0,1,57
p_001113,2024-03-20,2,650,10,0,0,0,60
p_001113,2024-03-21,0,0,0,0,0,1,61
p_001113,2024-03-25,0,0,0,0,0,1,65
p_001113,2024-03-29,1,498,6,0,0,0,69
p_001113,2024-04-02,1,235,3,0,0,0,73
p_001114,2024-12-03,0,0,0,0,0,1,4
p_001114,2024-12-04,0,0,0,0,0,1,5
p_001114,2024-12-11,0,0,0,0,0,1,12
p_001114,2024-12-14,1,447,3,0,0,0,15
p_001114,2024-12-20,0,0,0,0,0,1,21
p_001114,2024-12-21,1,328,3,0,0,0,22
p_001114,2024-12-22,0,0,0,0,0,1,23
p_001114,2024-12-23,0,0,0,0,0,1,24
p_001114,2024-12-26,0,0,0,0,0,1,27
p_001114,2024-12-28,0,0,0,0,0,1,29
p_001115,2024-03-20,2,524,12,0,0,0,12
p_001115,2024-03-26,1,241,3,0,0,0,18
p_001115,2024-03-27,1,321,6,0,0,0,19
p_001115,2024-03-28,1,288,3,0,0,0,20
p_001115,2024-04-07,1,559,6,0,0,0,30
p_001115,2024-04-22,0,0,0,0,0,1,45
p_001115,2024-05-01,1,407,5,0,0,0,54
p_001115,2024-05-12,1,505,2,0,0,0,65
p_001116,2024-10-05,1,417,6,0,0,0,0
p_001116,2024-10-11,1,329,6,0,0,0,6
p_001116,2024-10-20,1,400,5,0,0,0,15
p_001117,2024-06-07,1,464,4,0,0,0,0
p_001117,2024-06-08,1,431,3,0,0,0,1
p_001117,2024-06-10,1,562,2,0,0,0,3
p_001117,2024-06-12,1,284,3,0,0,0,5
p_001117,2024-06-13,0,0,0,0,0,1,6
p_001117,2024-06-18,1,405,5,0,0,0,11
p_001117,2024-06-20,0,0,0,0,0,1,13
p_001117,2024-07-02,1,582,2,0,0,0,25
p_001118,2024-03-05,1,192,2,0,0,0,2
p_001118,2024-03-06,0,0,0,0,0,1,3
p_001118,2024-03-15,0,0,0,0,0,1,12
p_001118,2024-03-20,0,0,0,0,0,1,17
p_001118,2024-03-27,0,0,0,0,0,1,24
p_001118,2024-03-29,2,727,7,0,0,0,26
p_001118,2024-03-30,2,449,5,0,0,0,27
p_001118,2024-04-04,1,438,6,0,0,0,32
p_001118,2024-04-05,1,340,2,0,0,0,33
p_001118,2024-04-14,1,418,5,0,0,0,42
p_001118,2024-04-30,0,0,0,0,0,1,58
p_001118,2024-05-08,2,832,9,0,0,0,66
p_001119,2024-05-30,0,0,0,0,0,1,9
p_001119,2024-06-30,1,275,3,0,0,0,40
p_001120,2024-04-27,1,437,3,0,0,0,2
p_001120,2024-04-30,1,589,4,0,0,0,5
p_001120,2024-05-01,1,240,4,0,0,0,6
p_001120,2024-05-04,1,304,4,0,0,0,9
p_001120,2024-05-07,1,318,5,0,0,0,12
p_001120,2024-05-16,1,384,4,0,0,0,21
p_001120,2024-05-17,1,362,4,0,0,0,22
p_001120,2024-05-23,1,483,6,0,0,0,28
p_001120,2024-05-29,2,955,6,0,0,0,34
p_001120,2024-06-07,1,526,2,0,0,0,43
p_001120,2024-06-13,1,292,3,0,0,0,49
p_001120,2024-06-22,2,747,5,0,0,0,58
p_001120,2024-07-05,1,461,3,0,0,0,71
p_001121,2024-10-21,0,0,0,0,0,1,8
p_001122,2024-08-11,1,283,3,0,0,0,0
p_001122,2024-08-23,0,0,0,0,0,1,12
p_001122,2024-09-03,0,0,0,0,0,1,23
p_001122,2024-09-17,1,356,6,0,0,0,37
p_001122,2024-09-22,0,0,0,0,0,2,42
p_001122,2024-09-23,1,336,3,0,0,0,43
p_001122,2024-09-24,1,204,3,0,0,0,44
p_001122,2024-10-27,1,352,3,0,0,0,77
p_001123,2024-02-05,1,191,6,0,0,0,3
p_001123,2024-02-11,1,214,6,0,0,0,9
p_001123,2024-02-15,1,450,4,0,0,0,13
p_001123,2024-02-19,1,416,3,0,0,0,17
p_001123,2024-02-21,1,592,2,0,0,0,19
p_001123,2024-02-27,2,672,10,0,0,0,25
p_001123,2024-03-08,0,0,0,0,0,1,35
p_001123,2024-03-19,1,459,4,0,0,0,46
p_001124,2024-02-03,1,233,5,0,0,0,10
p_001124,2024-02-12,1,471,3,0,0,1,19
p_001124,2024-02-20,1,313,6,0,0,0,27
p_001125,2024-12-31,1,279,5,0,0,5,0
p_001126,2024-03-13,1,587,4,0,0,0,5
p_001126,2024-03-17,0,0,0,0,0,1,9
p_001126,2024-03-21,0,0,0,0,0,1,13
p_001126,2024-03-23,0,0,0,0,0,1,15
p_001126,2024-03-25,2,565,10,0,0,0,17
p_001126,2024-03-26,1,315,4,0,0,1,18
p_001126,2024-04-01,2,984,10,0,0,0,24
p_001127,2024-05-04,1,219,2,0,0,0,1
p_001127,2024-05-05,0,0,0,0,0,1,2
p_001127,2024-05-07,1,567,3,0,0,0,4
p_001127,2024-05-10,1,391,5,0,0,0,7
p_001127,2024-05-17,1,418,2,0,0,0,14
p_001127,2024-05-21,1,205,4,0,0,0,18
p_001127,2024-05-23,0,0,0,0,0,1,20
p_001127,2024-06-11,0,0,0,0,0,1,39
p_001127,2024-06-12,1,210,6,0,0,0,40
p_001127,2024-06-24,0,0,0,0,0,1,52
p_001127,2024-07-06,0,0,0,0,0,1,64
p_001127,2024-07-10,0,0,0,0,0,1,68
p_001128,2024-08-19,1,261,4,0,0,0,27
p_001128,2024-09-02,1,464,5,0,0,0,41
p_001128,2024-09-04,0,0,0,0,0,1,43
p_001128,2024-09-12,1,449,3,0,0,0,51
p_001128,2024-10-15,0,0,0,0,0,1,84
p_001129,2024-05-31,1,305,5,0,0,0,1
p_001129,2024-06-01,0,0,0,0,0,1,2
p_001129,2024-06-09,2,582,10,0,0,0,10
p_001129,2024-06-16,0,0,0,0,0,1,17
p_001129,2024-06-20,1,401,4,0,0,0,21
p_001129,2024-06-22,0,0,0,0,0,1,23
p_001129,2024-07-01,1,196,2,0,0,0,32
p_001130,2024-10-22,2,795,9,0,0,0,4
p_001130,2024-10-24,2,832,9,0,0,0,6
p_001130,2024-10-26,1,582,4,0,0,1,8
p_001130,2024-10-27,1,513,2,0,0,0,9
p_001130,2024-11-09,1,302,2,0,0,0,22
p_001130,2024-11-12,1,527,3,0,0,0,25
p_001131,2024-04-06,2,1043,6,0,0,0,0
p_001131,2024-04-11,0,0,0,0,0,1,5
p_001131,2024-04-28,1,501,4,0,0,0,22
p_001131,2024-05-05,1,349,6,0,0,0,29
p_001131,2024-05-09,1,515,5,0,0,0,33
p_001131,2024-05-15,0,0,0,0,0,1,39
p_001131,2024-05-16,0,0,0,0,0,1,40
p_001132,2024-08-08,0,0,0,0,0,1,3
p_001132,2024-08-12,1,397,2,0,0,0,7
p_001132,2024-08-13,0,0,0,0,0,1,8
p_001132,2024-08-16,0,0,0,0,0,1,11
p_001132,2024-08-23,0,0,0,0,0,1,18
p_001132,2024-08-28,1,357,4,0,0,0,23
p_001132,2024-08-29,0,0,0,0,0,1,24
p_001132,2024-08-31,0,0,0,0,0,1,26
p_001132,2024-09-01,0,0,0,0,0,1,27
p_001132,2024-09-07,0,0,0,0,0,1,33
p_001133,2024-08-22,1,348,5,0,0,0,4
p_001133,2024-08-25,0,0,0,0,0,1,7
p_001133,2024-08-26,0,0,0,0,0,1,8
p_001133,2024-09-04,1,334,4,0,0,0,17
p_001133,2024-09-07,0,0,0,0,0,1,20
p_001133,2024-09-14,1,261,5,0,0,1,27
p_001133,2024-09-18,0,0,0,0,0,1,31
p_001134,2024-09-24,0,0,0,0,0,1,10
p_001134,2024-10-05,0,0,0,0,0,1,21
p_001134,2024-10-09,0,0,0,0,0,1,25
p_001134,2024-10-15,0,0,0,0,0,1,31
p_001135,2024-11-01,1,499,3,0,0,0,1
p_001135,2024-11-03,0,0,0,0,0,2,3
p_001135,2024-11-09,0,0,0,0,0,1,9
p_001135,2024-11-12,0,0,0,0,0,1,12
p_001135,2024-11-16,0,0,0,0,0,1,16
p_001135,2024-11-17,0,0,0,0,0,1,17
p_001136,2024-03-22,0,0,0,0,0,1,8
p_001136,2024-03-23,0,0,0,0,0,1,9
p_001136,2024-03-25,1,285,3,0,0,0,11
p_001136,2024-03-29,0,0,0,0,0,1,15
p_001136,2024-03-30,0,0,0,0,0,1,16
p_001136,2024-04-02,1,472,2,0,0,1,19
p_001136,2024-04-05,0,0,0,0,0,2,22
p_001136,2024-04-10,0,0,0,0,0,1,27
p_001137,2024-09-30,0,0,0,0,0,1,1
p_001137,2024-10-02,1,296,6,0,0,1,3
p_001137,2024-10-03,0,0,0,0,0,1,4
p_001137,2024-10-05,0,0,0,0,0,1,6
p_001137,2024-10-08,0,0,0,0,0,1,9
p_001137,2024-10-11,0,0,0,0,0,1,12
p_001137,2024-10-15,0,0,0,0,0,1,16
p_001137,2024-10-19,1,460,2,0,0,0,20
p_001138,2024-10-27,0,0,0,0,0,1,10
p_001138,2024-11-14,1,550,1,0,0,0,28
p_001138,2024-11-23,0,0,0,0,0,1,37
p_001138,2024-12-11,1,409,3,0,0,0,55
p_001138,2024-12-21,0,0,0,0,0,1,65
p_001139,2024-07-13,0,0,0,0,0,1,0
p_001139,2024-07-16,1,284,2,0,0,0,3
p_001139,2024-07-17,0,0,0,0,0,1,4
p_001139,2024-07-23,1,272,5,0,0,0,10
p_001139,2024-07-25,2,991,9,0,0,0,12
p_001139,2024-08-01,1,285,2,0,0,0,19
p_001139,2024-08-11,1,378,6,0,0,0,29
p_001139,2024-08-12,0,0,0,0,0,1,30
p_001139,2024-08-13,0,0,0,0,0,1,31
p_001139,2024-08-22,0,0,0,0,0,1,40
p_001139,2024-08-24,0,0,0,0,0,2,42
p_001139,2024-08-29,1,420,6,0,0,0,47
p_001139,2024-09-01,2,691,10,0,0,0,50
p_001139,2024-09-03,0,0,0,0,0,1,52
p_001139,2024-09-04,1,334,6,0,0,0,53
p_001140,2024-07-03,0,0,0,0,0,1,1
p_001140,2024-07-06,1,562,3,0,0,1,4
p_001140,2024-07-21,1,556,6,0,0,0,19
p_001140,2024-07-24,0,0,0,0,0,1,22
p_001140,2024-07-25,0,0,0,0,0,1,23
p_001140,2024-08-03,1,403,6,0,0,1,32
p_001140,2024-08-09,2,919,7,0,0,0,38
p_001141,2024-09-26,1,358,3,0,0,0,20
p_001141,2024-09-27,1,571,5,0,0,0,21
p_001141,2024-09-29,1,474,5,0,0,0,23
p_001141,2024-09-30,1,294,3,0,0,0,24
p_001141,2024-10-03,1,367,5,0,0,0,27
p_001141,2024-10-19,0,0,0,0,0,1,43
p_001141,2024-10-20,1,309,1,0,0,0,44
p_001142,2024-02-12,2,705,8,0,0,0,1
p_001142,2024-02-29,1,213,6,0,0,0,18
p_001142,2024-03-01,0,0,0,0,0,1,19
p_001142,2024-03-03,2,735,9,0,0,0,21
p_001142,2024-03-07,1,468,6,0,0,0,25
p_001142,2024-03-12,1,230,6,0,0,0,30
p_001142,2024-03-14,0,0,0,0,0,1,32
p_001142,2024-03-17,0,0,0,0,0,1,35
p_001142,2024-03-24,0,0,0,0,0,1,42
p_001142,2024-04-05,2,795,7,0,0,0,54
p_001142,2024-04-06,1,300,3,0,0,1,55
p_001142,2024-04-07,1,459,5,0,0,1,56
p_001142,2024-04-12,0,0,0,0,0,1,61
p_001143,2024-04-28,1,455,6,0,0,0,7
p_001143,2024-04-29,0,0,0,0,0,1,8
p_001143,2024-05-02,0,0,0,0,0,1,11
p_001143,2024-05-07,0,0,0,0,0,1,16
p_001143,2024-05-09,1,436,4,0,0,0,18
p_001143,2024-05-14,0,0,0,0,0,1,23
p_001143,2024-05-21,1,274,2,0,0,0,30
p_001143,2024-05-23,0,0,0,0,0,1,32
p_001144,2024-02-12,0,0,0,0,0,1,11
p_001144,2024-02-14,0,0,0,0,0,1,13
p_001144,2024-03-03,0,0,0,0,0,3,31
p_001145,2024-01-20,2,816,11,0,0,0,9
p_001145,2024-01-27,0,0,0,0,0,1,16
