purchase_id,player_id,session_id,purchase_timestamp,product_sku,price_usd,coins_granted,days_since_install,is_first_purchase
pu_000020o,p_002813,s_p_002813_00139,2024-09-23T12:41:36.258Z,coins_large,19.99,25000,169,0
pu_000020p,p_002813,s_p_002813_00149,2024-10-04T10:52:57.595Z,starter_pack,1.99,2000,180,0
pu_000020q,p_002813,s_p_002813_00150,2024-10-05T10:09:52.046Z,coins_small,0.99,1000,181,0
pu_000020r,p_002813,s_p_002813_00152,2024-10-05T14:14:19.930Z,vip_monthly,9.99,10000,181,0
pu_000020s,p_002813,s_p_002813_00154,2024-10-12T22:42:49.331Z,coins_medium,4.99,5500,188,0
pu_000020t,p_002813,s_p_002813_00164,2024-10-27T11:24:29.198Z,vip_monthly,9.99,10000,203,0
pu_000020u,p_002813,s_p_002813_00170,2024-10-31T19:37:35.313Z,coins_medium,4.99,5500,207,0
pu_000020v,p_002813,s_p_002813_00170,2024-10-31T19:36:42.841Z,coins_medium,4.99,5500,207,0
pu_000020w,p_002813,s_p_002813_00170,2024-10-31T19:26:34.374Z,coins_medium,4.99,5500,207,0
pu_000020x,p_002813,s_p_002813_00171,2024-11-01T06:54:48.987Z,starter_pack,1.99,2000,208,0
pu_000020y,p_002813,s_p_002813_00171,2024-11-01T06:39:05.743Z,coins_medium,4.99,5500,208,0
pu_000020z,p_002813,s_p_002813_00174,2024-11-10T21:34:42.775Z,coins_medium,4.99,5500,217,0
pu_0000210,p_002813,s_p_002813_00174,2024-11-10T21:13:43.324Z,coins_large,19.99,25000,217,0
pu_0000211,p_002813,s_p_002813_00181,2024-11-19T13:55:24.900Z,coins_medium,4.99,5500,226,0
pu_0000212,p_002813,s_p_002813_00184,2024-11-23T10:25:21.019Z,coins_large,19.99,25000,230,0
pu_0000213,p_002813,s_p_002813_00185,2024-11-23T18:16:11.011Z,vip_monthly,9.99,10000,230,0
pu_0000214,p_002813,s_p_002813_00191,2024-12-05T22:40:28.928Z,coins_large,19.99,25000,242,0
pu_0000215,p_002813,s_p_002813_00194,2024-12-11T17:22:02.498Z,coins_small,0.99,1000,248,0
pu_0000216,p_002813,s_p_002813_00195,2024-12-13T13:11:10.669Z,vip_monthly,9.99,10000,250,0
pu_0000217,p_002813,s_p_002813_00197,2024-12-16T10:07:10.254Z,coins_large,19.99,25000,253,0
pu_0000218,p_002813,s_p_002813_00200,2024-12-20T07:07:23.705Z,vip_monthly,9.99,10000,257,0
pu_0000219,p_002762,s_p_002762_00001,2024-07-20T18:54:48.382Z,coins_medium,4.99,5500,2,1
pu_000021a,p_002762,s_p_002762_00001,2024-07-20T18:58:30.068Z,coins_large,19.99,25000,2,0
pu_000021b,p_002762,s_p_002762_00001,2024-07-20T18:56:52.550Z,coins_medium,4.99,5500,2,0
pu_000021c,p_002762,s_p_002762_00002,2024-07-23T20:21:24.044Z,coins_large,19.99,25000,5,0
pu_000021d,p_002762,s_p_002762_00002,2024-07-23T20:29:12.880Z,coins_large,19.99,25000,5,0
pu_000021e,p_002762,s_p_002762_00003,2024-07-27T10:48:02.149Z,coins_medium,4.99,5500,9,0
pu_000021f,p_002762,s_p_002762_00003,2024-07-27T10:55:02.472Z,coins_large,19.99,25000,9,0
pu_000021g,p_002762,s_p_002762_00003,2024-07-27T10:49:31.455Z,coins_medium,4.99,5500,9,0
pu_000021h,p_002762,s_p_002762_00004,2024-07-28T16:47:57.477Z,vip_monthly,9.99,10000,10,0
pu_000021i,p_002762,s_p_002762_00004,2024-07-28T16:38:33.162Z,coins_large,19.99,25000,10,0
pu_000021j,p_002762,s_p_002762_00004,2024-07-28T16:41:08.769Z,coins_large,19.99,25000,10,0
pu_000021k,p_002762,s_p_002762_00004,2024-07-28T17:08:02.176Z,coins_large,19.99,25000,10,0
pu_000021l,p_002762,s_p_002762_00004,2024-07-28T16:54:48.368Z,coins_small,0.99,1000,10,0
pu_000021m,p_002762,s_p_002762_00005,2024-08-03T12:46:39.436Z,starter_pack,1.99,2000,16,0
pu_000021n,p_002762,s_p_002762_00005,2024-08-03T12:51:51.706Z,coins_medium,4.99,5500,16,0
pu_000021o,p_002762,s_p_002762_00006,2024-08-04T09:20:52.794Z,vip_monthly,9.99,10000,17,0
pu_000021p,p_002762,s_p_002762_00009,2024-08-11T08:04:56.685Z,coins_large,19.99,25000,24,0
pu_000021q,p_002762,s_p_002762_00010,2024-08-11T10:11:26.070Z,vip_monthly,9.99,10000,24,0
pu_000021r,p_002762,s_p_002762_00015,2024-08-16T13:20:11.808Z,coins_medium,4.99,5500,29,0
pu_000021s,p_002762,s_p_002762_00015,2024-08-16T13:27:18.623Z,coins_medium,4.99,5500,29,0
pu_000021t,p_002762,s_p_002762_00015,2024-08-16T13:17:21.059Z,coins_medium,4.99,5500,29,0
pu_000021u,p_002762,s_p_002762_00017,2024-08-19T18:21:11.409Z,vip_monthly,9.99,10000,32,0
pu_000021v,p_002762,s_p_002762_00018,2024-08-20T08:37:01.519Z,coins_small,0.99,1000,33,0
pu_000021w,p_002762,s_p_002762_00018,2024-08-20T08:38:01.111Z,coins_small,0.99,1000,33,0
pu_000021x,p_002762,s_p_002762_00019,2024-08-21T10:30:17.817Z,coins_large,19.99,25000,34,0
pu_000021y,p_002762,s_p_002762_00021,2024-08-22T16:34:01.576Z,coins_large,19.99,25000,35,0
pu_000021z,p_002762,s_p_002762_00021,2024-08-22T16:11:58.866Z,coins_medium,4.99,5500,35,0
pu_0000220,p_002762,s_p_002762_00021,2024-08-22T16:12:52.241Z,coins_large,19.99,25000,35,0
pu_0000221,p_002762,s_p_002762_00024,2024-08-25T07:19:06.148Z,vip_monthly,9.99,10000,38,0
pu_0000222,p_002762,s_p_002762_00026,2024-08-28T06:48:34.730Z,coins_large,19.99,25000,41,0
pu_0000223,p_002762,s_p_002762_00026,2024-08-28T06:56:50.374Z,coins_large,19.99,25000,41,0
pu_0000224,p_002762,s_p_002762_00026,2024-08-28T06:41:15.686Z,coins_large,19.99,25000,41,0
pu_0000225,p_002762,s_p_002762_00031,2024-09-03T18:56:33.697Z,coins_medium,4.99,5500,47,0
pu_0000226,p_002762,s_p_002762_00038,2024-09-12T10:40:49.308Z,starter_pack,1.99,2000,56,0
pu_0000227,p_002762,s_p_002762_00040,2024-09-15T06:45:56.416Z,vip_monthly,9.99,10000,59,0
pu_0000228,p_002762,s_p_002762_00041,2024-09-16T09:01:18.046Z,coins_medium,4.99,5500,60,0
pu_0000229,p_002762,s_p_002762_00041,2024-09-16T08:53:02.159Z,coins_small,0.99,1000,60,0
pu_000022a,p_002762,s_p_002762_00046,2024-09-20T17:46:05.127Z,coins_medium,4.99,5500,64,0
pu_000022b,p_002762,s_p_002762_00050,2024-09-23T06:59:09.099Z,vip_monthly,9.99,10000,67,0
pu_000022c,p_002762,s_p_002762_00051,2024-09-25T18:25:15.683Z,vip_monthly,9.99,10000,69,0
pu_000022d,p_002762,s_p_002762_00053,2024-09-27T14:24:47.335Z,coins_large,19.99,25000,71,0
pu_000022e,p_002762,s_p_002762_00054,2024-09-27T21:18:07.798Z,coins_medium,4.99,5500,71,0
pu_000022f,p_002762,s_p_002762_00058,2024-10-02T15:37:30.288Z,vip_monthly,9.99,10000,76,0
pu_000022g,p_002762,s_p_002762_00060,2024-10-04T12:14:31.769Z,vip_monthly,9.99,10000,78,0
pu_000022h,p_002762,s_p_002762_00064,2024-10-10T23:14:50.566Z,vip_monthly,9.99,10000,84,0
pu_000022i,p_002762,s_p_002762_00066,2024-10-13T23:29:03.127Z,coins_large,19.99,25000,87,0
pu_000022j,p_002762,s_p_002762_00067,2024-10-14T16:07:55.207Z,vip_monthly,9.99,10000,88,0
pu_000022k,p_002762,s_p_002762_00069,2024-10-18T17:50:25.290Z,coins_small,0.99,1000,92,0
pu_000022l,p_002762,s_p_002762_00069,2024-10-18T17:42:16.101Z,starter_pack,1.99,2000,92,0
pu_000022m,p_002762,s_p_002762_00071,2024-10-20T12:05:10.172Z,coins_large,19.99,25000,94,0
pu_000022n,p_002762,s_p_002762_00073,2024-10-22T07:26:25.970Z,coins_large,19.99,25000,96,0
pu_000022o,p_002762,s_p_002762_00074,2024-10-22T10:00:10.837Z,coins_large,19.99,25000,96,0
pu_000022p,p_002762,s_p_002762_00078,2024-10-24T11:32:00.982Z,coins_medium,4.99,5500,98,0
pu_000022q,p_002762,s_p_002762_00078,2024-10-24T11:16:48.895Z,coins_medium,4.99,5500,98,0
pu_000022r,p_002762,s_p_002762_00080,2024-10-29T14:09:57.818Z,coins_large,19.99,25000,103,0
pu_000022s,p_002762,s_p_002762_00083,2024-10-31T12:19:26.627Z,coins_large,19.99,25000,105,0
pu_000022t,p_002762,s_p_002762_00084,2024-11-04T19:41:11.254Z,coins_medium,4.99,5500,109,0
pu_000022u,p_002762,s_p_002762_00086,2024-11-05T18:44:22.807Z,coins_small,0.99,1000,110,0
pu_000022v,p_002762,s_p_002762_00088,2024-11-07T06:30:07.704Z,coins_medium,4.99,5500,112,0
pu_000022w,p_002762,s_p_002762_00091,2024-11-10T21:45:13.814Z,coins_large,19.99,25000,115,0
pu_000022x,p_002762,s_p_002762_00091,2024-11-10T21:45:25.012Z,coins_medium,4.99,5500,115,0
pu_000022y,p_002762,s_p_002762_00092,2024-11-12T12:43:37.450Z,coins_medium,4.99,5500,117,0
pu_000022z,p_002762,s_p_002762_00094,2024-11-14T18:45:28.170Z,coins_medium,4.99,5500,119,0
pu_0000230,p_002762,s_p_002762_00097,2024-11-16T19:54:47.131Z,coins_medium,4.99,5500,121,0
pu_0000231,p_002762,s_p_002762_00098,2024-11-16T21:08:25.938Z,coins_small,0.99,1000,121,0
pu_0000232,p_002762,s_p_002762_00100,2024-11-18T14:16:03.791Z,coins_large,19.99,25000,123,0
pu_0000233,p_002762,s_p_002762_00102,2024-11-22T06:55:24.966Z,coins_medium,4.99,5500,127,0
pu_0000234,p_002762,s_p_002762_00103,2024-11-25T17:09:25.320Z,vip_monthly,9.99,10000,130,0
pu_0000235,p_002762,s_p_002762_00107,2024-11-28T07:05:59.691Z,starter_pack,1.99,2000,133,0
pu_0000236,p_002762,s_p_002762_00108,2024-11-28T07:25:52.342Z,coins_large,19.99,25000,133,0
pu_0000237,p_002762,s_p_002762_00109,2024-12-04T08:14:20.869Z,vip_monthly,9.99,10000,139,0
pu_0000238,p_002762,s_p_002762_00112,2024-12-07T10:00:39.716Z,coins_large,19.99,25000,142,0
pu_0000239,p_002762,s_p_002762_00113,2024-12-07T19:48:21.187Z,coins_large,19.99,25000,142,0
pu_000023a,p_002762,s_p_002762_00117,2024-12-10T11:15:57.693Z,coins_medium,4.99,5500,145,0
pu_000023b,p_002762,s_p_002762_00118,2024-12-14T07:00:51.007Z,coins_large,19.99,25000,149,0
pu_000023c,p_002762,s_p_002762_00119,2024-12-19T15:33:00.233Z,vip_monthly,9.99,10000,154,0
pu_000023d,p_002728,s_p_002728_00001,2024-07-08T10:02:00.115Z,coins_small,0.99,1000,0,1
pu_000023e,p_002728,s_p_002728_00001,2024-07-08T10:08:29.154Z,coins_small,0.99,1000,0,0
pu_000023f,p_002728,s_p_002728_00001,2024-07-08T10:01:37.337Z,coins_medium,4.99,5500,0,0
pu_000023g,p_002728,s_p_002728_00001,2024-07-08T10:03:46.980Z,coins_small,0.99,1000,0,0
pu_000023h,p_002728,s_p_002728_00002,2024-07-09T12:31:33.973Z,vip_monthly,9.99,10000,1,0
pu_000023i,p_002728,s_p_002728_00002,2024-07-09T12:23:43.078Z,vip_monthly,9.99,10000,1,0
pu_000023j,p_002728,s_p_002728_00003,2024-07-10T11:12:06.551Z,starter_pack,1.99,2000,2,0
pu_000023k,p_002728,s_p_002728_00003,2024-07-10T11:10:28.847Z,coins_medium,4.99,5500,2,0
pu_000023l,p_002728,s_p_002728_00003,2024-07-10T11:02:03.344Z,coins_large,19.99,25000,2,0
pu_000023m,p_002728,s_p_002728_00004,2024-07-10T23:51:02.212Z,coins_large,19.99,25000,2,0
pu_000023n,p_002728,s_p_002728_00005,2024-07-12T19:20:48.027Z,coins_small,0.99,1000,4,0
pu_000023o,p_002728,s_p_002728_00005,2024-07-12T19:41:10.721Z,coins_large,19.99,25000,4,0
pu_000023p,p_002728,s_p_002728_00007,2024-07-15T11:30:27.472Z,coins_large,19.99,25000,7,0
pu_000023q,p_002728,s_p_002728_00008,2024-07-17T14:34:26.011Z,coins_large,19.99,25000,9,0
pu_000023r,p_002728,s_p_002728_00009,2024-07-18T17:45:23.451Z,coins_small,0.99,1000,10,0
pu_000023s,p_002728,s_p_002728_00011,2024-07-18T22:16:48.592Z,coins_small,0.99,1000,10,0
pu_000023t,p_002728,s_p_002728_00011,2024-07-18T22:07:45.983Z,vip_monthly,9.99,10000,10,0
pu_000023u,p_002728,s_p_002728_00012,2024-07-20T16:43:16.657Z,coins_large,19.99,25000,12,0
pu_000023v,p_002728,s_p_002728_00012,2024-07-20T16:35:32.198Z,coins_small,0.99,1000,12,0
pu_000023w,p_002728,s_p_002728_00013,2024-07-22T12:57:00.657Z,coins_medium,4.99,5500,14,0
pu_000023x,p_002728,s_p_002728_00014,2024-07-23T10:11:51.294Z,coins_large,19.99,25000,15,0
pu_000023y,p_002728,s_p_002728_00015,2024-07-23T14:11:00.133Z,coins_large,19.99,25000,15,0
pu_000023z,p_002728,s_p_002728_00019,2024-07-28T18:42:24.149Z,coins_medium,4.99,5500,20,0
pu_0000240,p_002728,s_p_002728_00022,2024-07-31T21:35:45.747Z,coins_medium,4.99,5500,23,0
pu_0000241,p_002728,s_p_002728_00023,2024-08-05T22:17:27.959Z,coins_small,0.99,1000,28,0
pu_0000242,p_002728,s_p_002728_00024,2024-08-07T13:02:27.652Z,coins_large,19.99,25000,30,0
pu_0000243,p_002728,s_p_002728_00024,2024-08-07T12:42:47.997Z,coins_small,0.99,1000,30,0
pu_0000244,p_002728,s_p_002728_00025,2024-08-09T16:31:33.303Z,coins_medium,4.99,5500,32,0
pu_0000245,p_002728,s_p_002728_00027,2024-08-11T16:21:37.483Z,starter_pack,1.99,2000,34,0
pu_0000246,p_002728,s_p_002728_00028,2024-08-15T14:02:35.971Z,coins_large,19.99,25000,38,0
pu_0000247,p_002728,s_p_002728_00029,2024-08-16T08:33:22.012Z,starter_pack,1.99,2000,39,0
pu_0000248,p_002728,s_p_002728_00029,2024-08-16T08:53:59.859Z,vip_monthly,9.99,10000,39,0
pu_0000249,p_002728,s_p_002728_00030,2024-08-16T08:40:44.923Z,coins_medium,4.99,5500,39,0
pu_000024a,p_002728,s_p_002728_00031,2024-08-18T08:02:36.850Z,coins_large,19.99,25000,41,0
pu_000024b,p_002728,s_p_002728_00036,2024-08-26T15:47:19.904Z,coins_large,19.99,25000,49,0
pu_000024c,p_002728,s_p_002728_00037,2024-08-27T09:10:40.376Z,coins_large,19.99,25000,50,0
pu_000024d,p_002728,s_p_002728_00044,2024-09-03T19:57:44.518Z,starter_pack,1.99,2000,57,0
pu_000024e,p_002728,s_p_002728_00049,2024-09-12T07:01:03.216Z,starter_pack,1.99,2000,66,0
pu_000024f,p_002728,s_p_002728_00052,2024-09-14T22:46:11.281Z,coins_medium,4.99,5500,68,0
pu_000024g,p_002728,s_p_002728_00053,2024-09-18T10:03:08.231Z,coins_medium,4.99,5500,72,0
pu_000024h,p_002728,s_p_002728_00053,2024-09-18T09:57:05.337Z,coins_small,0.99,1000,72,0
pu_000024i,p_002728,s_p_002728_00055,2024-09-22T17:37:48.011Z,vip_monthly,9.99,10000,76,0
pu_000024j,p_002728,s_p_002728_00056,2024-09-24T14:51:49.514Z,starter_pack,1.99,2000,78,0
pu_000024k,p_002728,s_p_002728_00056,2024-09-24T14:55:24.440Z,coins_medium,4.99,5500,78,0
pu_000024l,p_002728,s_p_002728_00059,2024-09-28T15:16:18.406Z,coins_medium,4.99,5500,82,0
pu_000024m,p_002728,s_p_002728_00061,2024-10-01T07:19:50.796Z,coins_small,0.99,1000,85,0
pu_000024n,p_002728,s_p_002728_00064,2024-10-05T10:43:03.048Z,coins_large,19.99,25000,89,0
pu_000024o,p_002728,s_p_002728_00068,2024-10-09T21:15:18.193Z,coins_medium,4.99,5500,93,0
pu_000024p,p_002728,s_p_002728_00070,2024-10-13T19:15:44.029Z,coins_large,19.99,25000,97,0
pu_000024q,p_002728,s_p_002728_00078,2024-10-21T13:49:17.837Z,coins_medium,4.99,5500,105,0
pu_000024r,p_002728,s_p_002728_00080,2024-10-26T20:18:22.553Z,coins_medium,4.99,5500,110,0
pu_000024s,p_002728,s_p_002728_00085,2024-10-31T11:29:38.438Z,coins_medium,4.99,5500,115,0
pu_000024t,p_002728,s_p_002728_00089,2024-11-04T06:16:04.541Z,coins_small,0.99,1000,119,0
pu_000024u,p_002728,s_p_002728_00092,2024-11-06T07:46:27.863Z,coins_large,19.99,25000,121,0
pu_000024v,p_002728,s_p_002728_00097,2024-11-12T13:24:11.838Z,coins_medium,4.99,5500,127,0
pu_000024w,p_002728,s_p_002728_00100,2024-11-18T08:16:13.131Z,starter_pack,1.99,2000,133,0
pu_000024x,p_002728,s_p_002728_00102,2024-11-22T06:43:54.264Z,coins_large,19.99,25000,137,0
pu_000024y,p_002728,s_p_002728_00102,2024-11-22T06:42:53.749Z,coins_medium,4.99,5500,137,0
pu_000024z,p_002728,s_p_002728_00108,2024-11-28T13:43:52.775Z,coins_small,0.99,1000,143,0
pu_0000250,p_002728,s_p_002728_00114,2024-12-05T23:33:33.469Z,vip_monthly,9.99,10000,150,0
pu_0000251,p_002728,s_p_002728_00116,2024-12-07T09:08:02.192Z,vip_monthly,9.99,10000,152,0
pu_0000252,p_002728,s_p_002728_00117,2024-12-08T23:07:03.459Z,starter_pack,1.99,2000,153,0
pu_0000253,p_002728,s_p_002728_00120,2024-12-16T20:17:58.790Z,coins_small,0.99,1000,161,0
pu_0000254,p_002728,s_p_002728_00120,2024-12-16T20:31:31.305Z,coins_small,0.99,1000,161,0
pu_0000255,p_002730,s_p_002730_00001,2024-03-20T08:38:44.358Z,coins_large,19.99,25000,0,1
pu_0000256,p_002730,s_p_002730_00002,2024-03-20T09:02:49.316Z,coins_medium,4.99,5500,0,0
pu_0000257,p_002730,s_p_002730_00002,2024-03-20T09:04:01.325Z,coins_large,19.99,25000,0,0
pu_0000258,p_002730,s_p_002730_00002,2024-03-20T09:04:59.018Z,coins_medium,4.99,5500,0,0
pu_0000259,p_002730,s_p_002730_00002,2024-03-20T09:08:40.367Z,starter_pack,1.99,2000,0,0
pu_000025a,p_002730,s_p_002730_00003,2024-03-20T17:33:48.829Z,coins_small,0.99,1000,0,0
pu_000025b,p_002730,s_p_002730_00003,2024-03-20T17:55:18.615Z,coins_small,0.99,1000,0,0
pu_000025c,p_002730,s_p_002730_00004,2024-03-22T09:12:48.241Z,coins_large,19.99,25000,2,0
pu_000025d,p_002730,s_p_002730_00005,2024-03-24T18:57:38.545Z,coins_large,19.99,25000,4,0
pu_000025e,p_002730,s_p_002730_00005,2024-03-24T18:55:36.661Z,vip_monthly,9.99,10000,4,0
pu_000025f,p_002730,s_p_002730_00005,2024-03-24T19:00:28.365Z,coins_small,0.99,1000,4,0
pu_000025g,p_002730,s_p_002730_00007,2024-03-26T17:06:00.499Z,vip_monthly,9.99,10000,6,0
pu_000025h,p_002730,s_p_002730_00008,2024-03-31T14:00:03.806Z,coins_large,19.99,25000,11,0
pu_000025i,p_002730,s_p_002730_00013,2024-04-09T11:36:41.372Z,coins_large,19.99,25000,20,0
pu_000025j,p_002730,s_p_002730_00014,2024-04-09T20:10:47.026Z,starter_pack,1.99,2000,20,0
pu_000025k,p_002730,s_p_002730_00022,2024-04-18T23:14:28.045Z,vip_monthly,9.99,10000,29,0
pu_000025l,p_002730,s_p_002730_00026,2024-04-23T10:48:40.618Z,vip_monthly,9.99,10000,34,0
pu_000025m,p_002730,s_p_002730_00031,2024-04-29T18:19:07.068Z,coins_medium,4.99,5500,40,0
pu_000025n,p_002730,s_p_002730_00031,2024-04-29T18:21:08.017Z,vip_monthly,9.99,10000,40,0
pu_000025o,p_002730,s_p_002730_00032,2024-04-30T10:13:20.141Z,coins_medium,4.99,5500,41,0
pu_000025p,p_002730,s_p_002730_00033,2024-05-01T11:24:32.724Z,coins_medium,4.99,5500,42,0
pu_000025q,p_002730,s_p_002730_00039,2024-05-08T22:19:38.340Z,coins_large,19.99,25000,49,0
pu_000025r,p_002730,s_p_002730_00049,2024-05-22T08:36:14.176Z,starter_pack,1.99,2000,63,0
pu_000025s,p_002730,s_p_002730_00049,2024-05-22T08:49:33.349Z,coins_medium,4.99,5500,63,0
pu_000025t,p_002730,s_p_002730_00049,2024-05-22T08:43:34.200Z,vip_monthly,9.99,10000,63,0
pu_000025u,p_002730,s_p_002730_00055,2024-06-03T09:13:02.862Z,coins_large,19.99,25000,75,0
pu_000025v,p_002730,s_p_002730_00057,2024-06-09T09:27:33.894Z,vip_monthly,9.99,10000,81,0
pu_000025w,p_002730,s_p_002730_00060,2024-06-11T16:35:18.844Z,coins_small,0.99,1000,83,0
pu_000025x,p_002730,s_p_002730_00061,2024-06-12T22:58:32.625Z,coins_small,0.99,1000,84,0
pu_000025y,p_002730,s_p_002730_00063,2024-06-15T21:01:20.497Z,vip_monthly,9.99,10000,87,0
pu_000025z,p_002730,s_p_002730_00066,2024-06-23T11:15:19.929Z,coins_small,0.99,1000,95,0
pu_0000260,p_002730,s_p_002730_00072,2024-06-26T11:08:49.226Z,vip_monthly,9.99,10000,98,0
pu_0000261,p_002730,s_p_002730_00089,2024-07-27T23:36:38.734Z,coins_large,19.99,25000,129,0
pu_0000262,p_002730,s_p_002730_00093,2024-08-01T13:25:50.087Z,coins_medium,4.99,5500,134,0
pu_0000263,p_002730,s_p_002730_00097,2024-08-08T15:06:33.499Z,vip_monthly,9.99,10000,141,0
pu_0000264,p_002730,s_p_002730_00099,2024-08-10T18:56:44.289Z,coins_large,19.99,25000,143,0
pu_0000265,p_002730,s_p_002730_00102,2024-08-13T14:19:38.886Z,vip_monthly,9.99,10000,146,0
pu_0000266,p_002730,s_p_002730_00108,2024-08-21T09:13:57.213Z,coins_medium,4.99,5500,154,0
pu_0000267,p_002730,s_p_002730_00120,2024-09-03T23:03:31.677Z,coins_medium,4.99,5500,167,0
pu_0000268,p_002730,s_p_002730_00125,2024-09-07T22:43:38.965Z,coins_medium,4.99,5500,171,0
pu_0000269,p_002730,s_p_002730_00127,2024-09-10T12:20:16.341Z,vip_monthly,9.99,10000,174,0
pu_000026a,p_002730,s_p_002730_00134,2024-09-18T16:01:17.513Z,coins_large,19.99,25000,182,0
pu_000026b,p_002730,s_p_002730_00142,2024-09-28T18:30:56.450Z,coins_medium,4.99,5500,192,0
pu_000026c,p_002730,s_p_002730_00144,2024-10-01T12:52:55.302Z,coins_large,19.99,25000,195,0
pu_000026d,p_002730,s_p_002730_00146,2024-10-03T18:34:02.799Z,coins_medium,4.99,5500,197,0
pu_000026e,p_002730,s_p_002730_00148,2024-10-04T16:06:37.895Z,coins_medium,4.99,5500,198,0
pu_000026f,p_002730,s_p_002730_00151,2024-10-07T07:06:41.197Z,coins_large,19.99,25000,201,0
pu_000026g,p_002730,s_p_002730_00159,2024-10-18T11:32:47.448Z,coins_medium,4.99,5500,212,0
pu_000026h,p_002730,s_p_002730_00165,2024-10-26T20:17:45.535Z,coins_large,19.99,25000,220,0
pu_000026i,p_002730,s_p_002730_00172,2024-11-05T08:35:07.400Z,coins_medium,4.99,5500,230,0
pu_000026j,p_002730,s_p_002730_00173,2024-11-05T15:39:36.973Z,coins_medium,4.99,5500,230,0
pu_000026k,p_002730,s_p_002730_00176,2024-11-08T16:14:05.310Z,coins_large,19.99,25000,233,0
pu_000026l,p_002426,s_p_002426_00001,2024-06-08T08:13:16.499Z,coins_small,0.99,1000,2,1
pu_000026m,p_002426,s_p_002426_00004,2024-06-18T11:13:57.238Z,coins_small,0.99,1000,12,0
pu_000026n,p_002426,s_p_002426_00007,2024-06-29T11:13:30.151Z,coins_small,0.99,1000,23,0
pu_000026o,p_002426,s_p_002426_00010,2024-07-07T20:36:01.553Z,coins_small,0.99,1000,31,0
pu_000026p,p_002426,s_p_002426_00015,2024-07-18T18:41:48.795Z,coins_medium,4.99,5500,42,0
pu_000026q,p_002426,s_p_002426_00019,2024-08-18T10:55:46.182Z,coins_small,0.99,1000,73,0
pu_000026r,p_002426,s_p_002426_00030,2024-09-29T10:53:37.918Z,coins_medium,4.99,5500,115,0
pu_000026s,p_002426,s_p_002426_00031,2024-10-11T21:38:34.514Z,coins_small,0.99,1000,127,0
pu_000026t,p_002944,s_p_002944_00001,2024-03-15T07:56:01.787Z,coins_large,19.99,25000,0,1
pu_000026u,p_002944,s_p_002944_00001,2024-03-15T08:02:28.962Z,coins_small,0.99,1000,0,0
pu_000026v,p_002944,s_p_002944_00002,2024-03-16T18:44:03.565Z,coins_medium,4.99,5500,1,0
pu_000026w,p_002944,s_p_002944_00002,2024-03-16T18:35:08.635Z,coins_medium,4.99,5500,1,0
pu_000026x,p_002944,s_p_002944_00002,2024-03-16T18:37:38.110Z,coins_medium,4.99,5500,1,0
pu_000026y,p_002944,s_p_002944_00002,2024-03-16T18:41:28.804Z,coins_medium,4.99,5500,1,0
pu_000026z,p_002944,s_p_002944_00004,2024-03-17T21:39:37.669Z,coins_small,0.99,1000,2,0
pu_0000270,p_002944,s_p_002944_00004,2024-03-17T21:37:52.851Z,coins_small,0.99,1000,2,0
pu_0000271,p_002944,s_p_002944_00004,2024-03-17T21:41:54.559Z,coins_small,0.99,1000,2,0
pu_0000272,p_002944,s_p_002944_00005,2024-03-29T14:39:04.651Z,coins_medium,4.99,5500,14,0
pu_0000273,p_002944,s_p_002944_00005,2024-03-29T14:37:29.113Z,coins_small,0.99,1000,14,0
pu_0000274,p_002944,s_p_002944_00005,2024-03-29T14:37:02.966Z,coins_medium,4.99,5500,14,0
pu_0000275,p_002944,s_p_002944_00006,2024-04-05T15:57:40.405Z,coins_small,0.99,1000,21,0
pu_0000276,p_002944,s_p_002944_00006,2024-04-05T15:53:50.433Z,coins_medium,4.99,5500,21,0
pu_0000277,p_002944,s_p_002944_00007,2024-04-05T18:27:27.408Z,coins_medium,4.99,5500,21,0
pu_0000278,p_002944,s_p_002944_00007,2024-04-05T18:28:15.233Z,starter_pack,1.99,2000,21,0
pu_0000279,p_002944,s_p_002944_00007,2024-04-05T18:31:47.094Z,coins_small,0.99,1000,21,0
pu_000027a,p_002944,s_p_002944_00009,2024-04-11T06:24:24.360Z,coins_medium,4.99,5500,27,0
pu_000027b,p_002944,s_p_002944_00009,2024-04-11T06:32:37.058Z,coins_medium,4.99,5500,27,0
pu_000027c,p_002944,s_p_002944_00009,2024-04-11T06:29:09.970Z,coins_large,19.99,25000,27,0
pu_000027d,p_002944,s_p_002944_00009,2024-04-11T06:24:58.957Z,coins_small,0.99,1000,27,0
pu_000027e,p_002944,s_p_002944_00010,2024-04-13T12:43:29.007Z,coins_small,0.99,1000,29,0
pu_000027f,p_002944,s_p_002944_00011,2024-04-13T23:14:24.746Z,coins_small,0.99,1000,29,0
pu_000027g,p_002944,s_p_002944_00014,2024-06-05T07:01:39.317Z,coins_small,0.99,1000,82,0
pu_000027h,p_002923,s_p_002923_00001,2024-10-10T16:40:43.511Z,starter_pack,1.99,2000,5,1
pu_000027i,p_002923,s_p_002923_00003,2024-10-16T21:47:36.222Z,coins_small,0.99,1000,11,0
pu_000027j,p_002923,s_p_002923_00004,2024-10-17T16:12:36.829Z,starter_pack,1.99,2000,12,0
pu_000027k,p_002923,s_p_002923_00006,2024-10-28T13:23:48.394Z,coins_small,0.99,1000,23,0
pu_000027l,p_002923,s_p_002923_00011,2024-11-18T14:39:17.335Z,starter_pack,1.99,2000,44,0
